sections,page_path,title,type,color_number,description,external_id,ColorValue,WarmCool,color_hex,image,url,published_at,updated_at,color_name,popularity,info,highlight,id,Family,Shade,Interior/Exterior,cdp,Color Collection,Undertone,Mood,Project,Style
"['Crystal Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2051-70/crystal-blue,Crystal Blue 2051-70 | Benjamin Moore,Color,2051-70,A delicate blue-green that almost seems to glisten.,dd3302b383673bcf4c3b56403a61ec06cb86ddb6,Light,Cool,D8EBE9,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-119-crystal-blue-2051-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2051-70/crystal-blue,2024-07-21T22:37:33Z,2024-07-21T22:37:33Z,Crystal Blue,1,,"{'title': 'Crystal <em>Blue</em> 2051-70 | Benjamin Moore', 'sections': 'Crystal <em>Blue</em>', 'description': 'A delicate <em>blue</em>-green that almost seems to glisten.', 'color_name': 'Crystal <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2051-70&#x2F;crystal-<em>blue</em>'}",6242efb2e7b9d25ff80f48c2,,,,,,,,,
"['Blue Spa', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2052-40/blue-spa,Blue Spa 2052-40 | Benjamin Moore,Color,2052-40,A unique medium blue that dips slightly into turquoise.,62434f715290b4766c9c4840578777be4b42cbd4,Medium,Cool,499EA1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-118-blue-spa-2052-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2052-40/blue-spa,2024-07-21T22:38:15Z,2024-07-21T22:38:15Z,Blue Spa,1,,"{'title': '<em>Blue</em> Spa 2052-40 | Benjamin Moore', 'sections': '<em>Blue</em> Spa', 'description': 'A unique medium <em>blue</em> that dips slightly into turquoise.', 'color_name': '<em>Blue</em> Spa', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2052-40&#x2F;<em>blue</em>-spa'}",62430530e7b9d27b830f6475,,,,,,,,,
"['Evening Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2066-20/evening-blue,Evening Blue 2066-20 | Benjamin Moore,Color,2066-20,"A glamorous sapphire blue marked by dark, intense color.",497b8fd04fcbd8cb3b5480c125ad1959fabec359,Dark,Cool,004E93,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-147-evening-blue-2066-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2066-20/evening-blue,2024-07-22T00:27:31Z,2024-07-22T00:27:31Z,Evening Blue,1,,"{'title': 'Evening <em>Blue</em> 2066-20 | Benjamin Moore', 'sections': 'Evening <em>Blue</em>', 'description': 'A glamorous sapphire <em>blue</em> marked by dark, intense color.', 'color_name': 'Evening <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2066-20&#x2F;evening-<em>blue</em>'}",62424bace7b9d2cc330f5136,,,,,,,,,
"['Blue Marguerite', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2063-50/blue-marguerite,Blue Marguerite 2063-50 | Benjamin Moore,Color,2063-50,A cornflower blue that conjures charming seaside cottages.,5927ef86024952804be57c3e3b2728ed5b63c041,Medium,Cool,84BBDC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-146-blue-marguerite-2063-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2063-50/blue-marguerite,2024-07-22T02:06:28Z,2024-07-22T02:06:27Z,Blue Marguerite,1,,"{'title': '<em>Blue</em> Marguerite 2063-50 | Benjamin Moore', 'sections': '<em>Blue</em> Marguerite', 'description': 'A cornflower <em>blue</em> that conjures charming seaside cottages.', 'color_name': '<em>Blue</em> Marguerite', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2063-50&#x2F;<em>blue</em>-marguerite'}",6242925964441f9b49003f22,,,,,,,,,
"['Bashful Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2065-70/bashful-blue,Bashful Blue 2065-70 | Benjamin Moore,Color,2065-70,A feather-light blue with a subtle hint of green.,8a6be9c349ade39a50f110768f033c3b9a35d0f8,Light,Cool,C8E6F3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-144-bashful-blue-2065-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2065-70/bashful-blue,2024-07-22T01:58:27Z,2024-07-22T01:58:26Z,Bashful Blue,1,,"{'title': 'Bashful <em>Blue</em> 2065-70 | Benjamin Moore', 'sections': 'Bashful <em>Blue</em>', 'description': 'A feather-light <em>blue</em> with a subtle hint of green.', 'color_name': 'Bashful <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2065-70&#x2F;bashful-<em>blue</em>'}",6242cad864441f3948003bc1,,,,,,,,,
"['Honolulu Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2066-60/honolulu-blue,Honolulu Blue 2066-60 | Benjamin Moore,Color,2066-60,A crisp sky blue that radiates playful energy.,dc86f6c054a110da87aefa5f00cf3ede25dde64c,Light,Cool,A3D6F2,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-147-honolulu-blue-2066-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2066-60/honolulu-blue,2024-07-22T02:09:05Z,2024-07-22T02:09:04Z,Honolulu Blue,1,,"{'title': 'Honolulu <em>Blue</em> 2066-60 | Benjamin Moore', 'sections': 'Honolulu <em>Blue</em>', 'description': 'A crisp sky <em>blue</em> that radiates playful energy.', 'color_name': 'Honolulu <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2066-60&#x2F;honolulu-<em>blue</em>'}",6242629b196a6763f18969ad,,,,,,,,,
"['Ash Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2057-40/ash-blue,Ash Blue 2057-40 | Benjamin Moore,Color,2057-40,A smoky medium blue with a touch of green.,24b0c4ab268f5319d5a7f21bbf26c47b53c8567b,,,4D9CAE,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-108-ash-blue-2057-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2057-40/ash-blue,2024-07-30T13:45:47Z,2024-07-30T13:45:47Z,Ash Blue,1,,"{'title': 'Ash <em>Blue</em> 2057-40 | Benjamin Moore', 'sections': 'Ash <em>Blue</em>', 'description': 'A smoky medium <em>blue</em> with a touch of green.', 'color_name': 'Ash <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2057-40&#x2F;ash-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242e4fce7b9d2e9de0f50c2,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Blue Lagoon', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2054-40/blue-lagoon,Blue Lagoon 2054-40 | Benjamin Moore,Color,2054-40,A unique blue that pops with teal undertones.,416630747fc374964e463b3bae905cd28dc96b16,,,409CAC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-108-blue-lagoon-2054-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2054-40/blue-lagoon,2024-07-30T17:02:57Z,2024-07-30T17:02:57Z,Blue Lagoon,1,,"{'title': '<em>Blue</em> Lagoon 2054-40 | Benjamin Moore', 'sections': '<em>Blue</em> Lagoon', 'description': 'A unique <em>blue</em> that pops with teal undertones.', 'color_name': '<em>Blue</em> Lagoon', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2054-40&#x2F;<em>blue</em>-lagoon', 'Family': '<em>Blue</em>'}",62430813196a679a9c894d21,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Hamilton Blue', 'Matching Colors', 'Color By Family', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/hc-191/hamilton-blue,Hamilton Blue HC-191 | Benjamin Moore,Color,HC-191,"A dark, stony shade of blue steeped in history.",90ecde189ae46f44ba8ec1178fb16cc5890c3ba6,Dark,Cool,5F767F,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-240-hamilton-blue-HC-191-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-191/hamilton-blue,2024-07-22T00:30:12Z,2024-07-22T00:30:11Z,Hamilton Blue,1,,"{'title': 'Hamilton <em>Blue</em> HC-191 | Benjamin Moore', 'sections': 'Hamilton <em>Blue</em>', 'description': 'A dark, stony shade of <em>blue</em> steeped in history.', 'color_name': 'Hamilton <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-191&#x2F;hamilton-<em>blue</em>'}",62428ee128ccbcc818dd9c6f,,,,,,Gray,,,
"['Blue Stream', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-730/blue-stream,Blue Stream CC-730 | Benjamin Moore,Color,CC-730,"Muted and powdery soft, this go-with-the-flow blue fits easily into any space.",ffa99582633c76887ba225a90c62806bd3bd4476,Medium,Cool,B0C9D0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-148-blue-stream-CC-730-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-730/blue-stream,2024-06-28T20:10:34Z,2024-06-28T20:10:33Z,Blue Stream,1,,"{'title': '<em>Blue</em> Stream CC-730 | Benjamin Moore', 'sections': '<em>Blue</em> Stream', 'description': 'Muted and powdery soft, this go-with-the-flow <em>blue</em> fits easily into any space.', 'color_name': '<em>Blue</em> Stream', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-730&#x2F;<em>blue</em>-stream'}",6249679b64441f2e4d0056dc,,,,,,,,,
"['Stratford Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-830/stratford-blue,Stratford Blue CC-830 | Benjamin Moore,Color,CC-830,"Infused with smoky violet undertones, this moody blue captures an element of fantasy.",a87959b2b39ab3dbc9f6ad2cf36e9028fe1a3170,Medium,Cool,7685A1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-164-stratford-blue-CC-830-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-830/stratford-blue,2024-06-28T21:02:16Z,2024-06-28T21:02:16Z,Stratford Blue,1,,"{'title': 'Stratford <em>Blue</em> CC-830 | Benjamin Moore', 'sections': 'Stratford <em>Blue</em>', 'description': 'Infused with smoky violet undertones, this moody <em>blue</em> captures an element of fantasy.', 'color_name': 'Stratford <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-830&#x2F;stratford-<em>blue</em>'}",624732bf28ccbc43cdddb6f2,,,,,,,,,
"['Labrador Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-740/labrador-blue,Labrador Blue CC-740 | Benjamin Moore,Color,CC-740,A muted denim blue that offers plenty of comfort and style.,068dc9f2d7fe232b325fb969cccc3e49b2da0896,Medium,Cool,7F9DAC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-148-labrador-blue-CC-740-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-740/labrador-blue,2024-07-21T23:15:34Z,2024-07-21T23:15:33Z,Labrador Blue,1,,"{'title': 'Labrador <em>Blue</em> CC-740 | Benjamin Moore', 'sections': 'Labrador <em>Blue</em>', 'description': 'A muted denim <em>blue</em> that offers plenty of comfort and style.', 'color_name': 'Labrador <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-740&#x2F;labrador-<em>blue</em>'}",6246393628ccbc4c95ddbd09,,,,,,,,,
"['Blue Heron', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-840/blue-heron,Blue Heron CC-840 | Benjamin Moore,Color,CC-840,A velvety violet-blue softly faded with a touch of gray.,83ba7df464dd4bc6d5417e3a2942cb8921e76ea8,Dark,Cool,5C6A85,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-164-blue-heron-CC-840-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-840/blue-heron,2024-07-20T14:57:28Z,2024-07-20T14:57:28Z,Blue Heron,1,,"{'title': '<em>Blue</em> Heron CC-840 | Benjamin Moore', 'sections': '<em>Blue</em> Heron', 'description': 'A velvety violet-<em>blue</em> softly faded with a touch of gray.', 'color_name': '<em>Blue</em> Heron', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-840&#x2F;<em>blue</em>-heron'}",624677de196a6758818960d6,,,,,,,,,
"['Blue Grass', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-640/blue-grass,Blue Grass CC-640 | Benjamin Moore,Color,CC-640,"A cool, calming blue enlivened with a hint of pistachio green.",ca1bf3c2556f2e77b1fc8947dfa783afce4bd2c6,,,C2D1C6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-084-blue-grass-CC-640-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-640/blue-grass,2024-07-30T21:50:58Z,2024-07-30T21:50:58Z,Blue Grass,1,,"{'title': '<em>Blue</em> Grass CC-640 | Benjamin Moore', 'sections': '<em>Blue</em> Grass', 'description': 'A cool, calming <em>blue</em> enlivened with a hint of pistachio green.', 'color_name': '<em>Blue</em> Grass', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-640&#x2F;<em>blue</em>-grass'}",6243138f64441f33e6005647,Green,Light,"['Interior', 'Exterior']",true,Designer Classics,,,,
"['Buckland Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-151/buckland-blue,Buckland Blue HC-151 | Benjamin Moore,Color,HC-151,A dramatic yet slightly faded cerulean blue fit for traditional or contemporary spaces.,79f31c459117661208846b750313ad80b94dc65b,,,618697,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-132-buckland-blue-HC-151-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-151/buckland-blue,2024-07-30T15:27:07Z,2024-07-03T17:06:27Z,Buckland Blue,1,,"{'title': 'Buckland <em>Blue</em> HC-151 | Benjamin Moore', 'sections': 'Buckland <em>Blue</em>', 'description': 'A dramatic yet slightly faded cerulean <em>blue</em> fit for traditional or contemporary spaces.', 'color_name': 'Buckland <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-151&#x2F;buckland-<em>blue</em>', 'Family': '<em>Blue</em>'}",6243068b196a6707b6895b64,Blue,Medium,"['Interior', 'Exterior']",true,Historical Colors,,,,
"['Kensington Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-780/kensington-blue,Kensington Blue CC-780 | Benjamin Moore,Color,CC-780,A classic navy blue that brings a sense of refinement to any space.,934899ff759ad1575a3138e97d9cb9f877ba7ba4,,,4B5A71,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-164-kensington-blue-CC-780-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-780/kensington-blue,2024-07-30T16:39:54Z,2024-07-03T13:55:49Z,Kensington Blue,1,,"{'title': 'Kensington <em>Blue</em> CC-780 | Benjamin Moore', 'sections': 'Kensington <em>Blue</em>', 'description': 'A classic navy <em>blue</em> that brings a sense of refinement to any space.', 'color_name': 'Kensington <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-780&#x2F;kensington-<em>blue</em>', 'Family': '<em>Blue</em>'}",624319dc196a67715989716c,Blue,Dark,"['Interior', 'Exterior']",true,Designer Classics,,,,
"['Marlboro Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-153/marlboro-blue,Marlboro Blue HC-153 | Benjamin Moore,Color,HC-153,A classic medium blue that can create an understated backdrop or command a room.,7547c6f9c53f3c9f6a5abaa678e2a65cac7bbe24,,,95B9C6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-132-marlboro-blue-HC-153-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-153/marlboro-blue,2024-07-31T02:59:58Z,2024-07-31T02:59:58Z,Marlboro Blue,1,,"{'title': 'Marlboro <em>Blue</em> HC-153 | Benjamin Moore', 'sections': 'Marlboro <em>Blue</em>', 'description': 'A classic medium <em>blue</em> that can create an understated backdrop or command a room.', 'color_name': 'Marlboro <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-153&#x2F;marlboro-<em>blue</em>', 'Family': '<em>Blue</em>'}",624738d664441fb5d3006063,Blue,Medium,"['Interior', 'Exterior']",true,Historical Colors,,,,
"['Fairview Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/779/fairview-blue,Fairview Blue 779 | Benjamin Moore,Color,779,"Clean, crisp and soothing, this powdery blue creates a feeling of spaciousness and light in a room.",33236ff95fbc6307a71f4d88743c635b8472c12a,Light,Cool,A9D4E7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-135-fairview-blue-779-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/779/fairview-blue,2024-07-22T04:14:14Z,2024-07-22T04:14:13Z,Fairview Blue,1,,"{'title': 'Fairview <em>Blue</em> 779 | Benjamin Moore', 'sections': 'Fairview <em>Blue</em>', 'description': 'Clean, crisp and soothing, this powdery <em>blue</em> creates a feeling of spaciousness and light in a room.', 'color_name': 'Fairview <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;779&#x2F;fairview-<em>blue</em>'}",6242d48d28ccbc500bdda665,,,,,,,,,
"['Blue Dragon', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/810/blue-dragon,Blue Dragon 810 | Benjamin Moore,Color,810,"Accented with a drop of violet, this beautifully balanced blue refreshes a space like an ocean breeze.",ca857a969444eeddf05b0f2c258245113f1f2370,Medium,Cool,6B8DB3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-168-blue-dragon-810-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/810/blue-dragon,2024-07-21T21:35:57Z,2024-07-21T21:35:56Z,Blue Dragon,1,,"{'title': '<em>Blue</em> Dragon 810 | Benjamin Moore', 'sections': '<em>Blue</em> Dragon', 'description': 'Accented with a drop of violet, this beautifully balanced <em>blue</em> refreshes a space like an ocean breeze.', 'color_name': '<em>Blue</em> Dragon', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;810&#x2F;<em>blue</em>-dragon'}",62425252196a679374895131,,,,,,,,,
"['Blue Gaspe', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1435/blue-gaspe,Blue Gaspe 1435 | Benjamin Moore,Color,1435,"A dark, muted mix of purple and blue, this distinctive hue evokes the romance of the sea at night.",76e91d25a647d665c6ef3c6710722bbaa289dd4e,Dark,Cool,5C6274,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-165-blue-gaspe-1435-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1435/blue-gaspe,2024-07-21T20:07:37Z,2024-07-21T20:07:36Z,Blue Gaspe,1,,"{'title': '<em>Blue</em> Gaspe 1435 | Benjamin Moore', 'sections': '<em>Blue</em> Gaspe', 'description': 'A dark, muted mix of purple and <em>blue</em>, this distinctive hue evokes the romance of the sea at night.', 'color_name': '<em>Blue</em> Gaspe', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1435&#x2F;<em>blue</em>-gaspe'}",643fadf6e7b9d2a30df2234e,,,,,,,,,
"['Paddington Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/791/paddington-blue,Paddington Blue 791 | Benjamin Moore,Color,791,"Classic and steadfast, this primary blue has a sense of buoyancy that keeps it looking fresh and modern.",a6aca18d992d045e96e5b865ab858ab163876505,Dark,Cool,1369A7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-167-paddington-blue-791-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/791/paddington-blue,2024-07-22T02:05:42Z,2024-07-22T02:05:41Z,Paddington Blue,1,,"{'title': 'Paddington <em>Blue</em> 791 | Benjamin Moore', 'sections': 'Paddington <em>Blue</em>', 'description': 'Classic and steadfast, this primary <em>blue</em> has a sense of buoyancy that keeps it looking fresh and modern.', 'color_name': 'Paddington <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;791&#x2F;paddington-<em>blue</em>'}",62428b74196a67ed5d894e31,,,,,,,,,
"['Anderson Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-565/anderson-blue,Anderson Blue CW-565 | Benjamin Moore,Color,CW-565,"Crafted using the pigments Prussian blue and white, this graceful and beguiling shade sparkles with a touch of teal.",1ae3bb3a2e82ae11b758d0b3b61e3dd0a22ef4ca,Medium,Cool,96BFB8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-114-anderson-blue-CW-565-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-565/anderson-blue,2024-07-20T20:07:29Z,2024-07-20T20:07:28Z,Anderson Blue,1,,"{'title': 'Anderson <em>Blue</em> CW-565 | Benjamin Moore', 'sections': 'Anderson <em>Blue</em>', 'description': 'Crafted using the pigments Prussian <em>blue</em> and white, this graceful and beguiling shade sparkles with a touch of teal.', 'color_name': 'Anderson <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-565&#x2F;anderson-<em>blue</em>'}",62473de028ccbcf976ddbcf6,,,,,,,,,
"['Chesapeake Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-595/chesapeake-blue,Chesapeake Blue CW-595 | Benjamin Moore,Color,CW-595,"A part of Colonial Williamsburg's colonial revival color palette, this graceful shade of blue drenches rooms in soft, silky color.",2a1c93c3b50896d592c14c068907e3f1e865fcf2,Medium,Cool,94C0C6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-122-chesapeake-blue-CW-595-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-595/chesapeake-blue,2024-07-21T03:12:08Z,2024-07-21T03:12:08Z,Chesapeake Blue,1,,"{'title': 'Chesapeake <em>Blue</em> CW-595 | Benjamin Moore', 'sections': 'Chesapeake <em>Blue</em>', 'description': 'A part of Colonial Williamsburg&#x27;s colonial revival color palette, this graceful shade of <em>blue</em> drenches rooms in soft, silky color.', 'color_name': 'Chesapeake <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-595&#x2F;chesapeake-<em>blue</em>'}",6246aaf8e7b9d2e6430f3c5f,,,,,,,,,
"['River Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2057-10/river-blue,River Blue 2057-10 | Benjamin Moore,Color,2057-10,"Almost black, this deep teal blue offers endless allure and sophistication.",89a6d9795530be7452e23633aee666c2c1f0213a,Dark,Cool,254952,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-108-river-blue-2057-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2057-10/river-blue,2024-07-22T03:02:10Z,2024-07-22T03:02:10Z,River Blue,1,,"{'title': 'River <em>Blue</em> 2057-10 | Benjamin Moore', 'sections': 'River <em>Blue</em>', 'description': 'Almost black, this deep teal <em>blue</em> offers endless allure and sophistication.', 'color_name': 'River <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2057-10&#x2F;river-<em>blue</em>'}",6242e500e7b9d229530f43d6,,,,,,,,,
