sections,page_path,title,type,color_number,description,external_id,ColorValue,WarmCool,color_hex,image,url,published_at,updated_at,color_name,popularity,info,highlight,id,Family,Shade,Interior/Exterior,cdp,Color Collection,Undertone,Mood,Project,Style
"['Cool Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2058-40/cool-blue,Cool Blue 2058-40 | Benjamin Moore,Color,2058-40,"Capturing the cerulean sparkle of tropical waters, this medium blue exudes calm and ease.",9c93ff4db1845e7053f9bff3f9b19ecdcdb54e0c,,,419AB7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-139-cool-blue-2058-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2058-40/cool-blue,2024-07-30T13:28:59Z,2024-07-30T13:28:58Z,Cool Blue,1,,"{'title': 'Cool <em>Blue</em> 2058-40 | Benjamin Moore', 'sections': 'Cool <em>Blue</em>', 'description': 'Capturing the cerulean sparkle of tropical waters, this medium <em>blue</em> exudes calm and ease.', 'color_name': 'Cool <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2058-40&#x2F;cool-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242f74364441f4d8000393a,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,"['Bright', 'Chaming']","['Cabinet', 'Living Room']",Coastal
"['Icy Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2057-70/icy-blue,Icy Blue 2057-70 | Benjamin Moore,Color,2057-70,"An ultra-light, crisp blue that recalls the fresh frost of early morning.",798ff83d5cb753c7a3ea68095cd9b858a15d4f4d,,,D5EBEE,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-108-icy-blue-2057-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2057-70/icy-blue,2024-07-30T13:40:01Z,2024-07-30T13:40:01Z,Icy Blue,1,,"{'title': 'Icy <em>Blue</em> 2057-70 | Benjamin Moore', 'sections': 'Icy <em>Blue</em>', 'description': 'An ultra-light, crisp <em>blue</em> that recalls the fresh frost of early morning.', 'color_name': 'Icy <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2057-70&#x2F;icy-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242e4ede7b9d2fdcb0f4618,Blue,Light,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Yosemite Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2059-40/yosemite-blue,Yosemite Blue 2059-40 | Benjamin Moore,Color,2059-40,A vibrant cerulean that captures the promise of wide open spaces and endless blue skies.,ebdd3111510e292d77ee24652d90643291fcce9f,,,17A1C8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-145-yosemite-blue-2059-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2059-40/yosemite-blue,2024-07-31T00:45:11Z,2024-07-31T00:45:11Z,Yosemite Blue,1,,"{'title': 'Yosemite <em>Blue</em> 2059-40 | Benjamin Moore', 'sections': 'Yosemite <em>Blue</em>', 'description': 'A vibrant cerulean that captures the promise of wide open spaces and endless <em>blue</em> skies.', 'color_name': 'Yosemite <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2059-40&#x2F;yosemite-<em>blue</em>', 'Family': '<em>Blue</em>'}",624311d664441fb49f0045a3,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Blue Gaspe', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-900/blue-gaspe,Blue Gaspe CC-900 | Benjamin Moore,Color,CC-900,"A dark, muted mix of purple and blue, this distinctive hue evokes the romance of the sea at night.",395f80f74f13d01f6bdfe21bf9d1bc30d18f0a05,,,5C6274,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-165-blue-gaspe-CC-900-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-900/blue-gaspe,2024-07-31T04:54:25Z,2024-07-03T15:45:21Z,Blue Gaspe,1,,"{'title': '<em>Blue</em> Gaspe CC-900 | Benjamin Moore', 'sections': '<em>Blue</em> Gaspe', 'description': 'A dark, muted mix of purple and <em>blue</em>, this distinctive hue evokes the romance of the sea at night.', 'color_name': '<em>Blue</em> Gaspe', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-900&#x2F;<em>blue</em>-gaspe'}",62431548196a679087897032,Violet,Dark,Interior,true,Designer Classics,,,,
"['Electric Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2061-40/electric-blue,Electric Blue 2061-40 | Benjamin Moore,Color,2061-40,A charming cerulean blue that has a fun retro feel but also plenty of modern-day appeal.,a0a42a14caaa7fefa2abccbc54aaaa664e5c4abb,Medium,Cool,3E90B8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-142-electric-blue-2061-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2061-40/electric-blue,2024-07-22T04:14:57Z,2024-07-22T04:14:56Z,Electric Blue,1,,"{'title': 'Electric <em>Blue</em> 2061-40 | Benjamin Moore', 'sections': 'Electric <em>Blue</em>', 'description': 'A charming cerulean <em>blue</em> that has a fun retro feel but also plenty of modern-day appeal.', 'color_name': 'Electric <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2061-40&#x2F;electric-<em>blue</em>'}",6242f19f28ccbcc4b8ddac14,,,,,,,,,
"['Aquarium Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2058-50/aquarium-blue,Aquarium Blue 2058-50 | Benjamin Moore,Color,2058-50,A powder blue as refreshing and satisfying as a cool splash of water on a hot day.,09f4090e43a1ad60a1d4e554d576a08199ca7a38,Medium,Cool,80BFD7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-139-aquarium-blue-2058-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2058-50/aquarium-blue,2024-07-22T04:23:59Z,2024-07-22T04:23:59Z,Aquarium Blue,1,,"{'title': 'Aquarium <em>Blue</em> 2058-50 | Benjamin Moore', 'sections': 'Aquarium <em>Blue</em>', 'description': 'A powder <em>blue</em> as refreshing and satisfying as a cool splash of water on a hot day.', 'color_name': 'Aquarium <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2058-50&#x2F;aquarium-<em>blue</em>'}",62431140e7b9d27dad0f45ba,,,,,,,,,
"['Silken Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-670/silken-blue,Silken Blue CSP-670 | Benjamin Moore,Color,CSP-670,"Matching the deep, grayed blue of her eyes, the satin dress fluttered softly in the summer breeze.",c1022a818b87f1dab679138d58d218de502646f9,Medium,Cool,9BAFB1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-134-silken-blue-CSP-670-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-670/silken-blue,2024-07-21T21:35:55Z,2024-07-21T21:35:54Z,Silken Blue,1,,"{'title': 'Silken <em>Blue</em> CSP-670 | Benjamin Moore', 'sections': 'Silken <em>Blue</em>', 'description': 'Matching the deep, grayed <em>blue</em> of her eyes, the satin dress fluttered softly in the summer breeze.', 'color_name': 'Silken <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-670&#x2F;silken-<em>blue</em>'}",624319fa196a672efb895171,,,,,,,,,
"['Blue Flower', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2057-60/blue-flower,Blue Flower 2057-60 | Benjamin Moore,Color,2057-60,"Conjuring fields of wildflowers dancing in the early morning sun, this powder blue is carefree and easy.",5bcbb46bc0220ed0f2d3b23bd97a1c6d749aa420,,,B5DAE4,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-108-blue-flower-2057-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2057-60/blue-flower,2024-07-30T13:29:08Z,2024-07-30T13:29:07Z,Blue Flower,1,,"{'title': '<em>Blue</em> Flower 2057-60 | Benjamin Moore', 'sections': '<em>Blue</em> Flower', 'description': 'Conjuring fields of wildflowers dancing in the early morning sun, this powder <em>blue</em> is carefree and easy.', 'color_name': '<em>Blue</em> Flower', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2057-60&#x2F;<em>blue</em>-flower', 'Family': '<em>Blue</em>'}",6242e4f6e7b9d2020b0f4fea,Blue,Light,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Palace Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-605/palace-blue,Palace Blue CW-605 | Benjamin Moore,Color,CW-605,"To create this sophisticated shade, researchers referenced 1770s descriptions and the inventory, orders and account books of Lord Botetourt for blue wallpaper at the Governor's Palace.",392c67206e511a5ac12d426843bde11654932e40,Medium,Cool,5D9FB6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-129-palace-blue-CW-605-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-605/palace-blue,2024-07-21T03:11:14Z,2024-07-21T03:11:14Z,Palace Blue,1,,"{'title': 'Palace <em>Blue</em> CW-605 | Benjamin Moore', 'sections': 'Palace <em>Blue</em>', 'description': 'To create this sophisticated shade, researchers referenced 1770s descriptions and the inventory, orders and account books of Lord Botetourt for <em>blue</em> wallpaper at the Governor&#x27;s Palace.', 'color_name': 'Palace <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-605&#x2F;palace-<em>blue</em>'}",62473e97196a676031894ee5,,,,,,,,,
"['Everard Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-575/everard-blue,Everard Blue CW-575 | Benjamin Moore,Color,CW-575,"Shades of green shine through this deep, rich blue, based on a 1720s interior color found in the Thomas Everard House on Palace Green.",8b268ed0e871d12362e0a5e34f3b203ff09ec306,Dark,Cool,3D5459,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-127-everard-blue-CW-575-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-575/everard-blue,2024-07-20T14:55:35Z,2024-07-20T14:55:34Z,Everard Blue,1,,"{'title': 'Everard <em>Blue</em> CW-575 | Benjamin Moore', 'sections': 'Everard <em>Blue</em>', 'description': 'Shades of green shine through this deep, rich <em>blue</em>, based on a 1720s interior color found in the Thomas Everard House on Palace Green.', 'color_name': 'Everard <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-575&#x2F;everard-<em>blue</em>'}",62473e7264441fa390005cfa,,,,,,,,,
"['Finley Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-620/finley-blue,Finley Blue CW-620 | Benjamin Moore,Color,CW-620,"This historically accurate color is based on known examples of 18th century blue paint. Gracious and genteel, its rich, deeply concentrated hue complements rooms filled with heirloom antiques.",3e9775ab246a24ba7d920f53f7ff829fc2eeedc0,Medium,Cool,4580A8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-135-finley-blue-CW-620-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-620/finley-blue,2024-07-20T20:46:53Z,2024-07-20T20:46:52Z,Finley Blue,1,,"{'title': 'Finley <em>Blue</em> CW-620 | Benjamin Moore', 'sections': 'Finley <em>Blue</em>', 'description': 'This historically accurate color is based on known examples of 18th century <em>blue</em> paint. Gracious and genteel, its rich, deeply concentrated hue complements rooms filled with heirloom antiques.', 'color_name': 'Finley <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-620&#x2F;finley-<em>blue</em>'}",62473ea028ccbc379bddb78e,,,,,,,,,
"['Brush Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-675/brush-blue,Brush Blue CW-675 | Benjamin Moore,Color,CW-675,"An 18th century color found by researchers on the second floor of the Brush Everard house was the inspiration for this dense, very dramatic shade of blue-black.",677e1001cf977ac40058c98a757e6ddadedcd245,,,414F57,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-143-brush-blue-CW-675-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-675/brush-blue,2024-07-30T13:27:06Z,2024-07-03T13:27:35Z,Brush Blue,1,,"{'title': 'Brush <em>Blue</em> CW-675 | Benjamin Moore', 'sections': 'Brush <em>Blue</em>', 'description': 'An 18th century color found by researchers on the second floor of the Brush Everard house was the inspiration for this dense, very dramatic shade of <em>blue</em>-black.', 'color_name': 'Brush <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-675&#x2F;brush-<em>blue</em>'}",6435a79628ccbc5ee0f4ff47,Neutral,Dark,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,,,,
"['Blue Lapis', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2067-40/blue-lapis,Blue Lapis 2067-40 | Benjamin Moore,Color,2067-40,An attractive mid-tone that echoes the unreal shades of blue and violet that can be found in storied lapis lazuli.,8c5e022a9d80cab4d401ce5d9ff60ed1e197c354,Medium,Cool,6289C6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-167-blue-lapis-2067-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2067-40/blue-lapis,2024-07-21T20:13:48Z,2024-07-21T20:13:47Z,Blue Lapis,1,,"{'title': '<em>Blue</em> Lapis 2067-40 | Benjamin Moore', 'sections': '<em>Blue</em> Lapis', 'description': 'An attractive mid-tone that echoes the unreal shades of <em>blue</em> and violet that can be found in storied lapis lazuli.', 'color_name': '<em>Blue</em> Lapis', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2067-40&#x2F;<em>blue</em>-lapis'}",6242753264441fbd85003ece,,,,,,,,,
"['Summer Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2067-50/summer-blue,Summer Blue 2067-50 | Benjamin Moore,Color,2067-50,"As appealing as jumping into a pool on a hot day, this refreshing cornflower blue is distinguished by charming violet undertones.",9207a6e2b9715b723cce3252536efc86bf6655c7,Medium,Cool,92B3E0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-167-summer-blue-2067-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2067-50/summer-blue,2024-07-21T20:43:01Z,2024-07-21T20:43:01Z,Summer Blue,1,,"{'title': 'Summer <em>Blue</em> 2067-50 | Benjamin Moore', 'sections': 'Summer <em>Blue</em>', 'description': 'As appealing as jumping into a pool on a hot day, this refreshing cornflower <em>blue</em> is distinguished by charming violet undertones.', 'color_name': 'Summer <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2067-50&#x2F;summer-<em>blue</em>'}",624274fb196a67603a895c49,,,,,,,,,
"['Bracken Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-600/bracken-blue,Bracken Blue CW-600 | Benjamin Moore,Color,CW-600,"Opulent and a touch offbeat, this glamorous shade of blue, a part of Colonial Williamsburg's colonial revival color palette, adds a layer of attention-getting style to any space.",fb3f1cdba00221b17fdaa179b2da784bc237696b,Medium,Cool,69A2AB,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-132-bracken-blue-CW-600-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-600/bracken-blue,2024-06-28T18:51:59Z,2024-06-28T18:51:59Z,Bracken Blue,1,,"{'title': 'Bracken <em>Blue</em> CW-600 | Benjamin Moore', 'sections': 'Bracken <em>Blue</em>', 'description': 'Opulent and a touch offbeat, this glamorous shade of <em>blue</em>, a part of Colonial Williamsburg&#x27;s colonial revival color palette, adds a layer of attention-getting style to any space.', 'color_name': 'Bracken <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-600&#x2F;bracken-<em>blue</em>'}",62473ec764441f892f003832,,,,,,,,,
"[""Wetherburn's Blue"", 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-580/wetherburns-blue,Wetherburn's Blue CW-580 | Benjamin Moore,Color,CW-580,"This lush blue with a touch of green is based on a mid-18th century interior color found at Wetherburn's Tavern, one of the most thoroughly documented buildings in the Historic Area.",49d73878e4efd5619f46a87b3d64e9a7d541b4b4,,,6F8486,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-127-wetherburns-blue-CW-580-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-580/wetherburns-blue,2024-07-30T21:24:31Z,2024-07-03T14:03:10Z,Wetherburn's Blue,1,,"{'title': 'Wetherburn&#x27;s <em>Blue</em> CW-580 | Benjamin Moore', 'sections': 'Wetherburn&#x27;s <em>Blue</em>', 'description': 'This lush <em>blue</em> with a touch of green is based on a mid-18th century interior color found at Wetherburn&#x27;s Tavern, one of the most thoroughly documented buildings in the Historic Area.', 'color_name': 'Wetherburn&#x27;s <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-580&#x2F;wetherburns-<em>blue</em>', 'Family': '<em>Blue</em>'}",62473dbe196a67229e894f4e,Blue,Medium,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,,,,
"['Rhythm and Blues', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/758/rhythm-and-blues,Rhythm and Blues 758 | Benjamin Moore,Color,758,A vibrant sky blue that brings a pop of cheer to any space.,24b28a5d9335e824a6958ece454ba091bf161772,,,8AD0DB,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-139-rhythm-and-blues-758-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/758/rhythm-and-blues,2024-07-30T20:43:50Z,2024-07-30T20:43:50Z,Rhythm and Blues,1,,"{'title': 'Rhythm and <em>Blues</em> 758 | Benjamin Moore', 'sections': 'Rhythm and <em>Blues</em>', 'description': 'A vibrant sky <em>blue</em> that brings a pop of cheer to any space.', 'color_name': 'Rhythm and <em>Blues</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;758&#x2F;rhythm-and-<em>blues</em>', 'Family': '<em>Blue</em>'}",6243057564441f66ec004752,Blue,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
"['Maritime Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/667/maritime-blue,Maritime Blue 667 | Benjamin Moore,Color,667,A graceful aqua hue punctuated by an extra hint of green.,8de0bad9a26acd4ab028d252c0630bb645e3307c,Light,Cool,B2DDD6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-121-maritime-blue-667-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/667/maritime-blue,2024-07-22T02:52:57Z,2024-07-22T02:52:57Z,Maritime Blue,1,,"{'title': 'Maritime <em>Blue</em> 667 | Benjamin Moore', 'sections': 'Maritime <em>Blue</em>', 'color_name': 'Maritime <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;667&#x2F;maritime-<em>blue</em>'}",624306aee7b9d2283d0f526c,,,,,,,,,
"['Calypso Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/727/calypso-blue,Calypso Blue 727 | Benjamin Moore,Color,727,"A rich, majestic teal that can infuse a space with festive flair and sophisticated drama.",57af9fa0a0f6317cd9d3fd787666d0e5a2a08232,Dark,Cool,397A85,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-136-calypso-blue-727-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/727/calypso-blue,2024-07-22T04:00:22Z,2024-07-22T04:00:22Z,Calypso Blue,1,,"{'title': 'Calypso <em>Blue</em> 727 | Benjamin Moore', 'sections': 'Calypso <em>Blue</em>', 'color_name': 'Calypso <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;727&#x2F;calypso-<em>blue</em>'}",624270afe7b9d20c3f0f5101,,,,,,,,,
"['Calico Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/707/calico-blue,Calico Blue 707 | Benjamin Moore,Color,707,"A dark, mossy green that offers a unique alternative to black or brown.",2e4917f9d767d19793907a9fdad0a4a72ad9144a,Dark,Cool,4A5950,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-120-calico-blue-707-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/707/calico-blue,2024-07-21T23:44:15Z,2024-07-21T23:44:15Z,Calico Blue,1,,"{'title': 'Calico <em>Blue</em> 707 | Benjamin Moore', 'sections': 'Calico <em>Blue</em>', 'color_name': 'Calico <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;707&#x2F;calico-<em>blue</em>'}",6242f15f196a6737bc8949d5,,,,,,Gray,,,
"['Blue Ice', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/821/blue-ice,Blue Ice 821 | Benjamin Moore,Color,821,A charming periwinkle hue that dips slightly into lilac.,9d6cd00b26420b6799223b89a1ad42e4f8b45819,Light,Cool,BACBDF,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-162-blue-ice-821-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/821/blue-ice,2024-07-21T20:43:57Z,2024-07-21T20:43:57Z,Blue Ice,1,,"{'title': '<em>Blue</em> Ice 821 | Benjamin Moore', 'sections': '<em>Blue</em> Ice', 'color_name': '<em>Blue</em> Ice', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;821&#x2F;<em>blue</em>-ice'}",6242f1e164441fc426004ec5,,,,,,,,,
"['Lavender Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1438/lavender-blue,Lavender Blue 1438 | Benjamin Moore,Color,1438,"A heavy dose of gray deepens this periwinkle to create a welcoming, elegant hue.",3295b350800b0160b95e79ab3c2d0c6166e64a02,Medium,Cool,B3B9C7,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-163-lavender-blue-1438-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1438/lavender-blue,2024-07-21T20:07:47Z,2024-07-21T20:07:47Z,Lavender Blue,1,,"{'title': 'Lavender <em>Blue</em> 1438 | Benjamin Moore', 'sections': 'Lavender <em>Blue</em>', 'color_name': 'Lavender <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1438&#x2F;lavender-<em>blue</em>'}",62426c0028ccbcc76addaad6,,,,,,,,,
"['Chicago Blues', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/804/chicago-blues,Chicago Blues 804 | Benjamin Moore,Color,804,"Dusty gray tones bring a romantic, nostalgic sheen to this azure hue.",683e829f9af27f07e9228b8c0739f8b0c9c46db9,Dark,Cool,40729C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-138-chicago-blues-804-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/804/chicago-blues,2024-07-21T21:36:50Z,2024-07-21T21:36:49Z,Chicago Blues,1,,"{'title': 'Chicago <em>Blues</em> 804 | Benjamin Moore', 'sections': 'Chicago <em>Blues</em>', 'color_name': 'Chicago <em>Blues</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;804&#x2F;chicago-<em>blues</em>'}",62424c2c196a67adad8950b0,,,,,,,,,
"['Blue Pearl', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1433/blue-pearl,Blue Pearl 1433 | Benjamin Moore,Color,1433,A unique bluish purple that conveys sweetness and serenity.,3f009b810482bc688d9e14a911dddd582c09e7e6,Medium,Cool,93A0BD,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-165-blue-pearl-1433-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1433/blue-pearl,2024-07-21T20:00:01Z,2024-07-21T20:00:00Z,Blue Pearl,1,,"{'title': '<em>Blue</em> Pearl 1433 | Benjamin Moore', 'sections': '<em>Blue</em> Pearl', 'color_name': '<em>Blue</em> Pearl', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1433&#x2F;<em>blue</em>-pearl'}",6242ecade7b9d24c060f3ece,,,,,,,,,
