sections,page_path,title,type,color_number,description,external_id,ColorValue,WarmCool,color_hex,image,url,published_at,updated_at,color_name,popularity,info,highlight,id,Family,Shade,Interior/Exterior,cdp,Color Collection,Undertone,Mood,Project,Style
"['Celestia Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1429/celestia-blue,Celestia Blue 1429 | Benjamin Moore,Color,1429,"Suggestive of a lightning storm on a summer evening, this pale purple has a soft touch of gray.",75ab5440209ceea0b25397b92fc72b40721ebfbc,Light,Cool,D0D5E3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-165-celestia-blue-1429-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1429/celestia-blue,2024-07-22T00:22:38Z,2024-07-22T00:22:37Z,Celestia Blue,1,,"{'title': 'Celestia <em>Blue</em> 1429 | Benjamin Moore', 'sections': 'Celestia <em>Blue</em>', 'color_name': 'Celestia <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1429&#x2F;celestia-<em>blue</em>'}",6242ec43e7b9d215c80f43d4,,,,,,,,,
"['Burbank Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/732/burbank-blue,Burbank Blue 732 | Benjamin Moore,Color,732,A saturated shade of turquoise that shows off an assured sense of style.,179963a70aa037db5d077e6e15dbfa32577d5cfa,Medium,Cool,68C1C3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-124-burbank-blue-732-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/732/burbank-blue,2024-07-22T03:40:27Z,2024-07-22T03:40:27Z,Burbank Blue,1,,"{'title': 'Burbank <em>Blue</em> 732 | Benjamin Moore', 'sections': 'Burbank <em>Blue</em>', 'color_name': 'Burbank <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;732&#x2F;burbank-<em>blue</em>'}",62431175196a6707f68965a0,,,,,,,,,
"['Varsity Blues', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/756/varsity-blues,Varsity Blues 756 | Benjamin Moore,Color,756,"A decadent shade of teal green, this unique hue pays homage to Old World elegance and also feels utterly fresh.",0f04ef59a9ef74bc72b5e8ab7357e65ad886dc74,Dark,Cool,226977,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-129-varsity-blues-756-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/756/varsity-blues,2024-07-22T04:00:26Z,2024-07-22T04:00:26Z,Varsity Blues,1,,"{'title': 'Varsity <em>Blues</em> 756 | Benjamin Moore', 'sections': 'Varsity <em>Blues</em>', 'color_name': 'Varsity <em>Blues</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;756&#x2F;varsity-<em>blues</em>'}",6242e428e7b9d2f5aa0f4fbc,,,,,,,,,
"['Galt Blue', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-560/galt-blue,Galt Blue CW-560 | Benjamin Moore,Color,CW-560,"Based on an 18th century interior paint color found by researchers in the Galt dining room, this fun and flattering shade has a graceful, vintage quality.",7e8bccff4fad5f8a8d73848c27c2441b0030b2d4,Light,Cool,BED6CD,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-126-galt-blue-CW-560-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-560/galt-blue,2024-07-20T21:05:19Z,2024-07-20T21:05:19Z,Galt Blue,1,,"{'title': 'Galt <em>Blue</em> CW-560 | Benjamin Moore', 'sections': 'Galt <em>Blue</em>', 'color_name': 'Galt <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-560&#x2F;galt-<em>blue</em>'}",6247389d28ccbcc2e2ddaa34,,,,,,,,,
"['Blue Pearl', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-890/blue-pearl,Blue Pearl CC-890 | Benjamin Moore,Color,CC-890,A unique bluish purple that conveys sweetness and serenity.,24f7a6dba730d5df443e1d0e00554e4cbf08787f,Medium,Cool,93A0BD,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-165-blue-pearl-CC-890-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-890/blue-pearl,2024-07-20T20:11:06Z,2024-07-20T20:11:06Z,Blue Pearl,1,,"{'title': '<em>Blue</em> Pearl CC-890 | Benjamin Moore', 'sections': '<em>Blue</em> Pearl', 'color_name': '<em>Blue</em> Pearl', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-890&#x2F;<em>blue</em>-pearl'}",6247445c28ccbc61ceddbd9d,,,,,,,,,
"['Blue Ice', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-850/blue-ice,Blue Ice CC-850 | Benjamin Moore,Color,CC-850,A charming periwinkle hue that dips slightly into lilac.,2c551193a4d4c562348b39b5f163dfd2f811f691,Light,Cool,BACBDF,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-162-blue-ice-CC-850-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-850/blue-ice,2024-07-20T20:27:00Z,2024-07-20T20:26:59Z,Blue Ice,1,,"{'title': '<em>Blue</em> Ice CC-850 | Benjamin Moore', 'sections': '<em>Blue</em> Ice', 'color_name': '<em>Blue</em> Ice', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-850&#x2F;<em>blue</em>-ice'}",6246bf52196a67a0bf896a1d,,,,,,,,,
"['Whipple Blue', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-152/whipple-blue,Whipple Blue HC-152 | Benjamin Moore,Color,HC-152,A vibrant cornflower that can subtly energize a space.,e7ff73a5d1cf53b74885d385fee48ed3bad858b5,,,769EB0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-132-whipple-blue-HC-152-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-152/whipple-blue,2024-07-30T12:43:33Z,2024-07-30T12:43:32Z,Whipple Blue,1,,"{'title': 'Whipple <em>Blue</em> HC-152 | Benjamin Moore', 'sections': 'Whipple <em>Blue</em>', 'color_name': 'Whipple <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-152&#x2F;whipple-<em>blue</em>', 'Family': '<em>Blue</em>'}",6241fed3e7b9d226c20f459e,Blue,Medium,"['Interior', 'Exterior']",true,Historical Colors,,,,
"['Oasis Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2049-20/oasis-blue,Oasis Blue 2049-20 | Benjamin Moore,Color,2049-20,"A cross between hunter green and deep teal, this handsome hue exudes class and sophistication.",eeee06bd26b64e43234f4779a89f2b32e2db972c,Dark,Cool,225A5D,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-116-oasis-blue-2049-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2049-20/oasis-blue,2024-07-22T03:02:05Z,2024-07-22T03:02:05Z,Oasis Blue,1,,"{'title': 'Oasis <em>Blue</em> 2049-20 | Benjamin Moore', 'sections': 'Oasis <em>Blue</em>', 'color_name': 'Oasis <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2049-20&#x2F;oasis-<em>blue</em>'}",6242ccf3e7b9d2e6730f4b34,,,,,,,,,
"['Bermuda Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2061-30/bermuda-blue,Bermuda Blue 2061-30 | Benjamin Moore,Color,2061-30,"A rich, alluring cobalt distinguished by teal undertones.",e7a989990c957899c3093bad76c7efaba3a0e4d4,Dark,Cool,185D82,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-142-bermuda-blue-2061-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2061-30/bermuda-blue,2024-07-22T04:14:51Z,2024-07-22T04:14:51Z,Bermuda Blue,1,,"{'title': 'Bermuda <em>Blue</em> 2061-30 | Benjamin Moore', 'sections': 'Bermuda <em>Blue</em>', 'color_name': 'Bermuda <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2061-30&#x2F;bermuda-<em>blue</em>'}",6242c02a196a67b125896bca,,,,,,,,,
"['California Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2060-20/california-blue,California Blue 2060-20 | Benjamin Moore,Color,2060-20,"A deep, mesmerizing sapphire with the slightest glint of green.",b7c85d5e2bef9ad1a534b2388b4ba233d4aadd6c,Dark,Cool,005381,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-california-blue-2060-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2060-20/california-blue,2024-07-21T23:35:18Z,2024-07-21T23:35:18Z,California Blue,1,,"{'title': 'California <em>Blue</em> 2060-20 | Benjamin Moore', 'sections': 'California <em>Blue</em>', 'color_name': 'California <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2060-20&#x2F;california-<em>blue</em>'}",6242c047196a679c20896e02,,,,,,,,,
"['Seaport Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2060-30/seaport-blue,Seaport Blue 2060-30 | Benjamin Moore,Color,2060-30,"A bright, saturated azure that reflects the dazzling convergence of sun and sea.",50bb44418fc7e9cd5870c247a57cc73637688cb5,Dark,Cool,006EA1,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-seaport-blue-2060-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2060-30/seaport-blue,2024-07-22T01:12:13Z,2024-07-22T01:12:12Z,Seaport Blue,1,,"{'title': 'Seaport <em>Blue</em> 2060-30 | Benjamin Moore', 'sections': 'Seaport <em>Blue</em>', 'color_name': 'Seaport <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2060-30&#x2F;seaport-<em>blue</em>'}",6242fe1428ccbc7789ddba78,,,,,,,,,
"['Admiral Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2065-10/admiral-blue,Admiral Blue 2065-10 | Benjamin Moore,Color,2065-10,An almost-black shade of navy infused with inky violet undertones.,9780553c2b751b2ec62b824a6f0f40a4e6b63f18,Dark,Cool,2B3762,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-144-admiral-blue-2065-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2065-10/admiral-blue,2024-07-22T01:09:45Z,2024-07-22T01:09:44Z,Admiral Blue,1,,"{'title': 'Admiral <em>Blue</em> 2065-10 | Benjamin Moore', 'sections': 'Admiral <em>Blue</em>', 'color_name': 'Admiral <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2065-10&#x2F;admiral-<em>blue</em>'}",6242ca30196a674a1b894e41,,,,,,,,,
"['Twilight Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2067-30/twilight-blue,Twilight Blue 2067-30 | Benjamin Moore,Color,2067-30,A handsome cobalt that captures the beauty of the late evening sky.,30847142a7cea4cc64b9dd39a38c4d2e3a8c851d,Dark,Cool,365496,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-167-twilight-blue-2067-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2067-30/twilight-blue,2024-07-21T20:46:36Z,2024-07-21T20:46:35Z,Twilight Blue,1,,"{'title': 'Twilight <em>Blue</em> 2067-30 | Benjamin Moore', 'sections': 'Twilight <em>Blue</em>', 'color_name': 'Twilight <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2067-30&#x2F;twilight-<em>blue</em>'}",6242639b196a679105894ff1,,,,,,,,,
"['Majestic Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2051-40/majestic-blue,Majestic Blue 2051-40 | Benjamin Moore,Color,2051-40,An enigmatic shade of teal that echoes the understated grandeur of the ocean.,9ea4e36086f1652f07c87c61f9a331cd30476b66,Medium,Cool,629FA0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-119-majestic-blue-2051-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2051-40/majestic-blue,2024-07-21T20:01:02Z,2024-07-21T20:01:02Z,Majestic Blue,1,,"{'title': 'Majestic <em>Blue</em> 2051-40 | Benjamin Moore', 'sections': 'Majestic <em>Blue</em>', 'color_name': 'Majestic <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2051-40&#x2F;majestic-<em>blue</em>'}",6242ef8d28ccbc34b1ddac5f,,,,,,,,,
"['Basic Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-968/basic-blue,Basic Blue CC-968 | Benjamin Moore,Color,CC-968,A straightforward shade of indigo that can be used in countless ways.,2d0c148ae9d21691f5e78e197e72c97b6c268e02,Dark,Cool,3F457D,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-162-basic-blue-CC-968-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-968/basic-blue,2024-07-21T19:56:06Z,2024-07-03T12:42:22Z,Basic Blue,1,,"{'title': 'Basic <em>Blue</em> CC-968 | Benjamin Moore', 'sections': 'Basic <em>Blue</em>', 'color_name': 'Basic <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cc-968&#x2F;basic-<em>blue</em>'}",6325618e64441fc13610175d,,,,,,,,,
"['Bellbottom Blues', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-655/bellbottom-blues,Bellbottom Blues CSP-655 | Benjamin Moore,Color,CSP-655,"The same comfortable hue as a pair of perfectly broken-in, denim jeans.",72916769d6d18cd62bf32ffd57329b32c3ae3b2a,Dark,Cool,386B8C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-138-bellbottom-blues-CSP-655-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-655/bellbottom-blues,2024-07-21T09:25:42Z,2024-07-21T09:25:41Z,Bellbottom Blues,1,,"{'title': 'Bellbottom <em>Blues</em> CSP-655 | Benjamin Moore', 'sections': 'Bellbottom <em>Blues</em>', 'color_name': 'Bellbottom <em>Blues</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-655&#x2F;bellbottom-<em>blues</em>'}",6249676ee7b9d2ef3c0f5ac2,,,,,,,,,
"['Polo Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2062-10/polo-blue,Polo Blue 2062-10 | Benjamin Moore,Color,2062-10,"An almost-black shade of navy that brings a sophisticated, assured quality to any space.",72c1995012c0454d21f47132620df0594aae8a3d,Dark,Cool,323A43,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-137-polo-blue-2062-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2062-10/polo-blue,2024-07-22T00:15:07Z,2024-07-22T00:15:06Z,Polo Blue,1,,"{'title': 'Polo <em>Blue</em> 2062-10 | Benjamin Moore', 'sections': 'Polo <em>Blue</em>', 'color_name': 'Polo <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2062-10&#x2F;polo-<em>blue</em>'}",6242c37ce7b9d24aba0f5f27,,,,,,,,,
"['Laguna Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2059-30/laguna-blue,Laguna Blue 2059-30 | Benjamin Moore,Color,2059-30,"Reflecting the deep, cerulean sparkle of the ocean, this vivid hue imbues a room with energy and style.",e400556bfbdf010b39c52bc683085492be9baefb,Dark,Cool,00719C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-145-laguna-blue-2059-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2059-30/laguna-blue,2024-07-22T00:11:04Z,2024-07-22T00:11:04Z,Laguna Blue,1,,"{'title': 'Laguna <em>Blue</em> 2059-30 | Benjamin Moore', 'sections': 'Laguna <em>Blue</em>', 'color_name': 'Laguna <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2059-30&#x2F;laguna-<em>blue</em>'}",624311da196a67af6d895246,,,,,,,,,
"['Jamestown Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-148/jamestown-blue,Jamestown Blue HC-148 | Benjamin Moore,Color,HC-148,A slightly muted cast gives this cornflower hue an appealing lived-in quality.,937701b0e10269bcd4e58699c4d7966a22d21b17,Medium,Cool,82A0A6,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-143-jamestown-blue-HC-148-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-148/jamestown-blue,2024-07-21T22:38:19Z,2024-07-21T22:38:19Z,Jamestown Blue,1,,"{'title': 'Jamestown <em>Blue</em> HC-148 | Benjamin Moore', 'sections': 'Jamestown <em>Blue</em>', 'color_name': 'Jamestown <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-148&#x2F;jamestown-<em>blue</em>'}",6242e40228ccbcf54addac9c,,,,,,,,,
"['Nile Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-560/nile-blue,Nile Blue CSP-560 | Benjamin Moore,Color,CSP-560,"Like a radiant sapphire in a crown, the famed river gleams in the hot Egyptian sun.",0dce8920fe0f8f7b777526de84ddc05882f6802b,Dark,Cool,4E719A,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-142-nile-blue-CSP-560-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-560/nile-blue,2024-07-21T19:30:33Z,2024-07-21T19:30:33Z,Nile Blue,1,,"{'title': 'Nile <em>Blue</em> CSP-560 | Benjamin Moore', 'sections': 'Nile <em>Blue</em>', 'color_name': 'Nile <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;csp-560&#x2F;nile-<em>blue</em>'}",6242ecbbe7b9d22eda0f4346,,,,,,,,,
"['Hazy Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2040-50/hazy-blue,Hazy Blue 2040-50 | Benjamin Moore,Color,2040-50,"Offering an understated pop of color, this eye-pleasing aqua has just the right amount of charm.",5bd2672c8cfb1c839bef7ea31fa424496785a466,Medium,Cool,92C6BB,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-089-hazy-blue-2040-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2040-50/hazy-blue,2024-07-22T03:37:38Z,2024-07-22T03:37:38Z,Hazy Blue,1,,"{'title': 'Hazy <em>Blue</em> 2040-50 | Benjamin Moore', 'sections': 'Hazy <em>Blue</em>', 'color_name': 'Hazy <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2040-50&#x2F;hazy-<em>blue</em>'}",6242f7bde7b9d22eda0f5ef9,,,,,,,,,
"['Scandinavian Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2068-30/scandinavian-blue,Scandinavian Blue 2068-30 | Benjamin Moore,Color,2068-30,"Clean and crisp, this vivid purple can instantly beautify a space.",971eb61b01a3d348217e501d169af1e297940b93,Dark,Cool,4E4E8C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-159-scandinavian-blue-2068-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2068-30/scandinavian-blue,2024-07-22T03:17:31Z,2024-07-22T03:17:31Z,Scandinavian Blue,1,,"{'title': 'Scandinavian <em>Blue</em> 2068-30 | Benjamin Moore', 'sections': 'Scandinavian <em>Blue</em>', 'color_name': 'Scandinavian <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2068-30&#x2F;scandinavian-<em>blue</em>'}",6242caf764441ffb9e005907,,,,,,,,,
"['Blue Orchid', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2069-50/blue-orchid,Blue Orchid 2069-50 | Benjamin Moore,Color,2069-50,A petal-soft shade of light purple that presents a fanciful alternative to gray.,5d8c8f0689b1d1e54d9eda2f9b85b3093d42a42f,Medium,Cool,B8B9D2,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/purple-paint-158-blue-orchid-2069-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2069-50/blue-orchid,2024-07-22T03:17:32Z,2024-07-22T03:17:32Z,Blue Orchid,1,,"{'title': '<em>Blue</em> Orchid 2069-50 | Benjamin Moore', 'sections': '<em>Blue</em> Orchid', 'color_name': '<em>Blue</em> Orchid', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2069-50&#x2F;<em>blue</em>-orchid'}",6242aac6e7b9d254000f49a8,,,,,,,,,
"['Naples Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2057-30/naples-blue,Naples Blue 2057-30 | Benjamin Moore,Color,2057-30,A beguiling teal that has both classic charm and a contemporary sense of style.,5d43ae297bbc6aa33e4f0f152573118e99e78f17,,,136B7B,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-108-naples-blue-2057-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2057-30/naples-blue,2024-07-30T12:03:56Z,2024-07-30T12:03:55Z,Naples Blue,1,,"{'title': 'Naples <em>Blue</em> 2057-30 | Benjamin Moore', 'sections': 'Naples <em>Blue</em>', 'color_name': 'Naples <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2057-30&#x2F;naples-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242713564441f73e3005d27,Blue,Dark,"['Interior', 'Exterior']",true,Color Preview&reg;,,"['Bright', 'Chaming']","['Cabinet', 'Kitchen', 'Living Room']",Coastal
"['Toronto Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2060-40/toronto-blue,Toronto Blue 2060-40 | Benjamin Moore,Color,2060-40,A vivid cerulean shade abounding with optimism.,577faa275f88e95668a1f1e7f90b708232e69533,,,199FCC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-141-toronto-blue-2060-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2060-40/toronto-blue,2024-07-30T13:37:44Z,2024-07-30T13:37:43Z,Toronto Blue,1,,"{'title': 'Toronto <em>Blue</em> 2060-40 | Benjamin Moore', 'sections': 'Toronto <em>Blue</em>', 'color_name': 'Toronto <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2060-40&#x2F;toronto-<em>blue</em>', 'Family': '<em>Blue</em>'}",6242fe14e7b9d241a40f4552,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Poolside Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2048-40/poolside-blue,Poolside Blue 2048-40 | Benjamin Moore,Color,2048-40,"A vivid turquoise that radiates a fun, carefree attitude.",8a079381725b8ce9ba432973e893156831f1e123,,,1FB9B4,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-122-poolside-blue-2048-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2048-40/poolside-blue,2024-07-30T15:16:23Z,2024-07-03T16:58:42Z,Poolside Blue,1,,"{'title': 'Poolside <em>Blue</em> 2048-40 | Benjamin Moore', 'sections': 'Poolside <em>Blue</em>', 'color_name': 'Poolside <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2048-40&#x2F;poolside-<em>blue</em>', 'Family': '<em>Blue</em>'}",62431982196a670aea895982,Blue,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Surf Blue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2056-30/surf-blue,Surf Blue 2056-30 | Benjamin Moore,Color,2056-30,"A vibrant, head-turning teal that recalls the crash of waves on a faraway beach.",0132619b7f1fb340e8a122574c26d9a2bd77ad4f,,,00808B,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-115-surf-blue-2056-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2056-30/surf-blue,2024-07-31T00:45:13Z,2024-07-31T00:45:13Z,Surf Blue,1,,"{'title': 'Surf <em>Blue</em> 2056-30 | Benjamin Moore', 'sections': 'Surf <em>Blue</em>', 'color_name': 'Surf <em>Blue</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2056-30&#x2F;surf-<em>blue</em>', 'Family': '<em>Blue</em>'}",624308fa28ccbca91addb934,Blue,Dark,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
"['Blue Seafoam', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2056-60/blue-seafoam,Blue Seafoam 2056-60 | Benjamin Moore,Color,2056-60,An effervescent aqua with sharp green undertones.,2fd8abb9686ae80b72f65b4d4aa8391ad4150333,,,AFE3E9,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/blue-paint-115-blue-seafoam-2056-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2056-60/blue-seafoam,2024-07-31T00:37:57Z,2024-07-31T00:37:57Z,Blue Seafoam,1,,"{'title': '<em>Blue</em> Seafoam 2056-60 | Benjamin Moore', 'sections': '<em>Blue</em> Seafoam', 'color_name': '<em>Blue</em> Seafoam', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2056-60&#x2F;<em>blue</em>-seafoam', 'Family': '<em>Blue</em>'}",624308a8e7b9d22ebf0f5ee7,Blue,Light,"['Interior', 'Exterior']",true,Color Preview&reg;,,,,
