sections,page_path,title,type,color_number,description,external_id,ColorValue,WarmCool,color_hex,image,url,published_at,updated_at,color_name,Undertone,PrimaryColorFamily,popularity,info,highlight,id,Family,Shade,Interior/Exterior,cdp,Color Collection,Mood,Project,Style,Opacity,language
"['Annapolis Gray', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-176/annapolis-gray,Annapolis Gray HC-176 | Benjamin Moore,Color,HC-176,"With its rosy taupe cast, this effortless neutral brings just a blush of color to the space.",7835cf31ee5aca0c808d2f76d075aba5db78b4f4,Medium,Warm,C9BEAF,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-182-annapolis-gray-HC-176-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-176/annapolis-gray,2024-07-21T22:04:53Z,2024-07-21T22:04:52Z,Annapolis Gray,Beige,Neutral,1,,"{'description': 'With its rosy taupe cast, this effortless <em>neutral</em> brings just a blush of color to the space.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242de07e7b9d236e40f46a7,,,,,,,,,,
"['Dry Sage', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/2142-40/dry-sage,Dry Sage 2142-40 | Benjamin Moore,Color,2142-40,An almost-neutral shade of green that brings a feeling of ease and effortless style wherever it is used.,b3880fdae6825157649fdc4b45e84957116af239,Medium,Warm,A39F84,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-083-dry-sage-2142-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2142-40/dry-sage,2024-07-21T11:36:16Z,2024-07-21T11:36:16Z,Dry Sage,Brown,,1,,{'description': 'An almost-<em>neutral</em> shade of green that brings a feeling of ease and effortless style wherever it is used.'},6242a81564441fc7cb005921,,,,,,,,,,
"['Ashen Tan', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/996/ashen-tan,Ashen Tan 996 | Benjamin Moore,Color,996,"With its rosy taupe cast, this effortless neutral brings just a blush of color to the space.",1e840679b7c2fcde5555b84bad560418d95a07e5,Medium,Warm,C9BEAF,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-182-ashen-tan-996-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/996/ashen-tan,2024-07-22T00:13:39Z,2024-07-22T00:13:38Z,Ashen Tan,Brown,Neutral,1,,"{'description': 'With its rosy taupe cast, this effortless <em>neutral</em> brings just a blush of color to the space.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242af3664441f7df0004c1e,,,,,,,,,,
"['Serengeti Sand', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2164-40/serengeti-sand,Serengeti Sand 2164-40 | Benjamin Moore,Color,2164-40,"Sitting between sand and brown, this versatile, red-tinged neutral channels the natural splendor of a desert landscape.",3037abd643e96702d1b15200532a41dc5139c34e,Medium,Warm,B18E74,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-197-serengeti-sand-2164-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2164-40/serengeti-sand,2024-07-22T00:18:43Z,2024-07-22T00:18:43Z,Serengeti Sand,Brown,Neutral,1,,"{'description': 'Sitting between sand and brown, this versatile, red-tinged <em>neutral</em> channels the natural splendor of a desert landscape.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242812328ccbcb5f5dda0e3,,,,,,,,,,
"['Soft Satin', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2164-60/soft-satin,Soft Satin 2164-60 | Benjamin Moore,Color,2164-60,"With its combination of pink and beige, this light neutral hue imbues a space with nostalgic charm.",5e3933a86552db88c64c0c3203f1dc265232c7d0,Light,Warm,E6D4C4,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-197-soft-satin-2164-60-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2164-60/soft-satin,2024-07-21T22:35:26Z,2024-07-21T22:35:26Z,Soft Satin,Peach,Neutral,1,,"{'description': 'With its combination of pink and beige, this light <em>neutral</em> hue imbues a space with nostalgic charm.', 'PrimaryColorFamily': '<em>Neutral</em>'}",62425c6ee7b9d2303b0f45c6,,,,,,,,,,
"['Driftwood', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2107-40/driftwood,Driftwood 2107-40 | Benjamin Moore,Color,2107-40,"With its notes of tan, taupe and gray, this medium neutral delivers rich color with endless versatility.",2406ff61b4540a6a8f9d83e36d7ddd8dbd7b0227,Medium,Warm,978477,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-196-driftwood-2107-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2107-40/driftwood,2024-07-21T19:45:11Z,2024-07-21T19:45:10Z,Driftwood,Brown,Neutral,1,,"{'description': 'With its notes of tan, taupe and gray, this medium <em>neutral</em> delivers rich color with endless versatility.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242343764441f4ade00472f,,,,,,,,,,
"['Marina Gray', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1599/marina-gray,Marina Gray 1599 | Benjamin Moore,Color,1599,"This cool neutral features an infusion of gray, reminiscent of a bustling harbor on a foggy fall morning.",d819a23a4e2763f3100d55ad1e4a341e5bd9d671,Medium,Cool,ADB3B3,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-220-marina-gray-1599-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1599/marina-gray,2024-07-22T02:09:50Z,2024-07-22T02:09:49Z,Marina Gray,Gray,Neutral,1,,"{'description': 'This cool <em>neutral</em> features an infusion of gray, reminiscent of a bustling harbor on a foggy fall morning.', 'PrimaryColorFamily': '<em>Neutral</em>'}",62428f4028ccbc1896dda1ea,,,,,,,,,,
"['Subway Tile®', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/csp-585/subway-tile,Subway Tile CSP-585 | Benjamin Moore,Color,CSP-585,"Take this cool neutral underground. Pair it with bolds, brights or rich hues to make a big statement.",85df36afc54a0975127a4dc0f6d6c797b5e7d996,Medium,Cool,A8AFB0,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-208-subway-tile-CSP-585-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/csp-585/subway-tile,2024-07-22T03:18:16Z,2024-07-22T03:18:16Z,Subway Tile&reg;,,Neutral,1,,"{'description': 'Take this cool <em>neutral</em> underground. Pair it with bolds, brights or rich hues to make a big statement.', 'PrimaryColorFamily': '<em>Neutral</em>'}",62430f97e7b9d287fd0f40f4,,,,,,,,,,
"['Cream Fleece', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/233/cream-fleece,Cream Fleece 233 | Benjamin Moore,Color,233,"A perfect shade of light sand, this beloved neutral conjures the soft, natural elegance of undyed wool.",f6b814045d571ccd5ddcb42bd0dbfc3259c979e1,,,DED3BB,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-199-cream-fleece-233-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/233/cream-fleece,2024-07-30T12:14:14Z,2024-07-30T12:14:14Z,Cream Fleece,,,1,,"{'description': 'A perfect shade of light sand, this beloved <em>neutral</em> conjures the soft, natural elegance of undyed wool.', 'Family': '<em>Neutral</em>'}",62425e75196a67cb42894e7e,Neutral,Light,Interior,true,Benjamin Moore Classics&reg;,,,,,
"['Powell Smokehouse', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cw-360/powell-smokehouse,Powell Smokehouse CW-360 | Benjamin Moore,Color,CW-360,"A smoky, seductive shade, this darker neutral reflects the 18th century practice of mixing white and black pigments.",a3806a8c9f1883b0e8eefb19d566edb3a7cc4b51,,,8E7F79,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-222-powell-smokehouse-CW-360-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-360/powell-smokehouse,2024-07-30T21:54:01Z,2024-07-03T12:39:49Z,Powell Smokehouse,,,1,,"{'description': 'A smoky, seductive shade, this darker <em>neutral</em> reflects the 18th century practice of mixing white and black pigments.', 'Family': '<em>Neutral</em>'}",6242ef51e7b9d2930d0f3f79,Neutral,Medium,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection,,,,,
"['Dufferin Terrace', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-456/dufferin-terrace,Dufferin Terrace CC-456 | Benjamin Moore,Color,CC-456,"With its rosy taupe cast, this effortless neutral brings just a blush of color to the space.",5255a6a21beafefeac3caf09416842bda4d708dd,,,C9BEAF,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-182-dufferin-terrace-CC-456-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-456/dufferin-terrace,2024-07-30T19:59:34Z,2024-07-30T19:59:33Z,Dufferin Terrace,,,1,,"{'description': 'With its rosy taupe cast, this effortless <em>neutral</em> brings just a blush of color to the space.', 'Family': '<em>Neutral</em>'}",6243056b64441f856f00465a,Neutral,Medium,"['Interior', 'Exterior']",true,Designer Classics,,,,,
"['Natural Cedartone', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/es-45/natural-cedartone,Natural Cedartone ES-45 | Benjamin Moore,Color,ES-45,A warm neutral hue that enriches wood in a subtle range of light browns. Exclusive to Woodluxe® stain products.,75c77b9b6a09a821d76f1fbc72d8b79c8e7b82da,,,A27650,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/Woodluxe-CDP-Deck-View-Natural-Cedartone-ES-45-RGB.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/es-45/natural-cedartone,2024-07-31T19:03:32Z,2024-07-20T18:44:15Z,Natural Cedartone,,,1,,{'description': 'A warm <em>neutral</em> hue that enriches wood in a subtle range of light browns. Exclusive to Woodluxe® stain products.'},656d6b8328ccbc26fa2598d3,,,"['Interior', 'Exterior']",true,Woodluxe<sup><small>&reg;</small></sup> Exterior Wood Stain Colors,,,,"['Semi-Solid', 'Semi-Transparent', 'Solid', 'Ultra Flat Solid']",
"['Beige Gray', 'Discover This Color in Woodluxe Exterior Stains', 'Explore the Woodluxe Collection']",/en-us/paint-colors/color/es-51/beige-gray,Beige Gray ES-51 | Benjamin Moore,Color,ES-51,A warm and inviting neutral hue that enriches wood in a subtle range of soft browns. Exclusive to Woodluxe® stain products.,a27a5e8257ba32fb715bfd3e243c6b0aabaac9d9,,,A2947F,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/Woodluxe-CDP-Outdoor-Seating-Beige-Gray-ES-51-RGB.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/es-51/beige-gray,2024-07-21T21:26:10Z,2024-07-21T21:26:09Z,Beige Gray,,,1,,{'description': 'A warm and inviting <em>neutral</em> hue that enriches wood in a subtle range of soft browns. Exclusive to Woodluxe® stain products.'},656d6bf728ccbca279259a1e,,,,,,,,,,
"['Foggy Morning', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2106-70/foggy-morning,Foggy Morning 2106-70 | Benjamin Moore,Color,2106-70,"An almost-neutral with a touch of blush, this quiet hue suggests a peaceful walk through woods shrouded in a blanket of dew.",4b906c554450b17c89808373c2adef4f32bac7f5,Light,Warm,ECE3DC,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-196-foggy-morning-2106-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2106-70/foggy-morning,2024-07-21T08:51:03Z,2024-07-21T08:51:02Z,Foggy Morning,Pink,Neutral,1,,"{'description': 'An almost-<em>neutral</em> with a touch of blush, this quiet hue suggests a peaceful walk through woods shrouded in a blanket of dew.', 'PrimaryColorFamily': '<em>Neutral</em>'}",62429ed8196a6750c589679b,,,,,,,,,,
"['Cobblestone', 'Matching Colors', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/cc-454/cobblestone,Cobblestone CC-454 | Benjamin Moore,Color,CC-454,"A warm gray deepened with a touch of violet, this nuanced neutral conjures a quaint cobblestone street after a spring rain.",ba04ce3cbb6c3106b59b73feaa239679ae3b18c3,Medium,Warm,B7A99C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-182-cobblestone-CC-454-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cc-454/cobblestone,2024-07-21T14:22:30Z,2024-07-21T14:22:30Z,Cobblestone,Brown,Neutral,1,,"{'description': 'A warm gray deepened with a touch of violet, this nuanced <em>neutral</em> conjures a quaint cobblestone street after a spring rain.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6247378b28ccbcd881dda134,,,,,,,,,,
"['Grége Avenue', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/991/grege-avenue,Grége Avenue 991 | Benjamin Moore,Color,991,"A warm gray deepened with a touch of violet, this nuanced neutral conjures a quaint cobblestone street after a spring rain.",f3978b7aa351a3cd6bc95d0244776660f30a2ec3,Medium,Warm,B7A99C,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-182-grege-avenue-991-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/991/grege-avenue,2024-07-21T19:45:11Z,2024-07-21T19:45:10Z,Grége Avenue,Brown,Neutral,1,,"{'description': 'A warm gray deepened with a touch of violet, this nuanced <em>neutral</em> conjures a quaint cobblestone street after a spring rain.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242b6a964441f149d004fed,,,,,,,,,,
"['Williamsburg Stone', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-25/williamsburg-stone,Williamsburg Stone CW-25 | Benjamin Moore,Color,CW-25,"Based on tan distemper paints used in 18th century wallpapers, this refined, gently weathered neutral adds a sense of history to any space.",f618b9105fe752ff5efefbcbc84ec43b9ef00958,Medium,Warm,D2C7A8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-195-williamsburg-stone-CW-25-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-25/williamsburg-stone,2024-07-21T11:20:44Z,2024-07-21T11:20:44Z,Williamsburg Stone,Beige,Neutral,1,,"{'description': 'Based on tan distemper paints used in 18th century wallpapers, this refined, gently weathered <em>neutral</em> adds a sense of history to any space.', 'PrimaryColorFamily': '<em>Neutral</em>'}",6242ef4f28ccbc002ddda0bb,,,,,,,,,,
"['Color Families', 'Whites', 'Grays', 'Neutrals', 'Blues', 'Greens', 'Reds', 'Blacks', 'Yellows', 'Taupes', 'Greiges', 'Pinks', 'Browns', 'Oranges', 'Purples', 'Ideas & Inspiration', 'Ready to Explore?', 'Benjamin Moore', 'For Professionals', 'Customer Service', 'Buy Paints and Stain']",/en-us/color-overview/color-palettes/color-families,Color Palettes for Color Families | Benjamin Moore,Color,,"See our most popular paint colors from each color family, get design tips and more.",42400be2dc0d95e6bac5e607d94d610a50cb3482,,,,https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color_families_card_f.jpg,https://www.benjaminmoore.com/en-us/color-overview/color-palettes/color-families,2024-07-21T23:59:27Z,2024-07-21T23:59:27Z,,,,1,,{'sections': '<em>Neutrals</em>'},5f0a0569196a67cc16e0ef69,,,,,,,,,,en-us
"['Randolph Bisque', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-185/randolph-bisque,Randolph Bisque CW-185 | Benjamin Moore,Color,CW-185,"This fresh and inviting neutral is based on a paint color from the late 18th century found by paint analysts at the home of Peyton Randolph, who presided over the first and second Continental Congresses.",9bd70ce30f31e423e4a8d3bbadfaf1308702afd6,Light,Warm,EAD6B8,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-200-randolph-bisque-CW-185-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-185/randolph-bisque,2024-07-22T01:02:09Z,2024-07-22T01:02:09Z,Randolph Bisque,Peach,Neutral,1,,"{'description': 'This fresh and inviting <em>neutral</em> is based on a paint color from the late 18th century found by paint analysts at the home of Peyton Randolph, who presided over the first and second Continental Congresses.', 'PrimaryColorFamily': '<em>Neutral</em>'}",62431aa664441f0c6f006092,,,,,,,,,,
['White Paint Colors'],/en-us/paint-colors/white,White Paint Colors  | Benjamin Moore,Color,,"Choose  from a vast option of the best neutral, classic, all-purpose white paint colors for your next interior and exterior painting project. Create the perfect mood for your space with our wide selection of white hues.",44af8c30e8109810cc5e28d98633ce2a19f51693,,,,https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color-families-whites/gentle-whites-update/updated-crops/aug2020_whites_modal_diningroomwithtwigs_890x650.jpg,https://www.benjaminmoore.com/en-us/paint-colors/white,2024-08-05T18:42:03Z,2024-07-04T18:42:38Z,,,,1,,"{'description': 'Choose  from a vast option of the best <em>neutral</em>, classic, all-purpose white paint colors for your next interior and exterior painting project. Create the perfect mood for your space with our wide selection of white hues.'}",62f699da28ccbc3f4e90a554,,,,,,,,,,
"['Wythe Tan', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-415/wythe-tan,Wythe Tan CW-415 | Benjamin Moore,Color,CW-415,"A traditional tan, this versatile neutral is inspired by 18th century white paints tinted with yellow ochre pigment. Located in the Wythe house which served as the headquarters for George Washington just before the seige of Yorktown. It was one of the grandest and most impressive private dwellings i",351ba1b34f25dbfff50d10c3702e990079dab599,Light,Warm,DFCE9D,https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/yellow-paint-059-wythe-tan-CW-415-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-415/wythe-tan,2024-06-28T19:01:49Z,2024-06-28T19:01:48Z,Wythe Tan,,Yellow,1,,"{'description': 'A traditional tan, this versatile <em>neutral</em> is inspired by 18th century white paints tinted with yellow ochre pigment. Located in the Wythe house which served as the headquarters for George Washington just before the seige of Yorktown. It was one of the grandest and most impressive private dwellings i'}",62473d60196a673a2789609c,,,,,,,,,,
"['Sea Pine', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/ac-17,Sea Pine AC-17 | Benjamin Moore,Color,AC-17,"Also known as Stonybrook 1566. This color is part of America's Colors. A concise collection of soft neutrals features a snapshot in color of America's most popular, well-traveled regions. Geographically inspired with tones that are welcoming, America's Colors' palette of 42 subtle colors delivers a ",77d103d67a340582f41256a4693cad80522c0016,,,8B9490,https://assets.benjaminmoore.com/transform/d319bb61-0a06-4f21-973d-8c1f8e4ecda0/CDP_ColSearch_Mobile_Img_FNL-copy,https://www.benjaminmoore.com/en-us/paint-colors/color/ac-17,2024-07-20T22:57:57Z,2024-07-20T22:57:57Z,Sea Pine,,,1,,"{'description': 'Also known as Stonybrook 1566. This color is part of America&#x27;s Colors. A concise collection of soft <em>neutrals</em> features a snapshot in color of America&#x27;s most popular, well-traveled regions. Geographically inspired with tones that are welcoming, America&#x27;s Colors&#x27; palette of 42 subtle colors delivers a '}",6247474f64441fa1010049da,,,,,,,,,,
"['Mt. Rushmore Rock', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/ac-39,Mt. Rushmore Rock AC-39 | Benjamin Moore,Color,AC-39,"Also known as Creekbed 1006. This color is part of America's Colors. A concise collection of soft neutrals features a snapshot in color of America's most popular, well-traveled regions. Geographically inspired with tones that are welcoming, America's Colors' palette of 42 subtle colors delivers a co",0613d149d6764f52a5e5fe6fc376694e70910bf5,,,A99A8D,https://assets.benjaminmoore.com/transform/d319bb61-0a06-4f21-973d-8c1f8e4ecda0/CDP_ColSearch_Mobile_Img_FNL-copy,https://www.benjaminmoore.com/en-us/paint-colors/color/ac-39,2024-07-21T11:35:36Z,2024-07-20T20:56:08Z,Mt. Rushmore Rock,,,1,,"{'description': 'Also known as Creekbed 1006. This color is part of America&#x27;s Colors. A concise collection of soft <em>neutrals</em> features a snapshot in color of America&#x27;s most popular, well-traveled regions. Geographically inspired with tones that are welcoming, America&#x27;s Colors&#x27; palette of 42 subtle colors delivers a co'}",624746c8196a67229e896662,,,,,,,,,,
"['Color Stories® Collection', 'A series of striking hues crafted to take on different appearances as the light changes.', 'Explore the Collection', ""Discover Benjamin Moore's complete catalog of color collections.""]",/en-us/paint-colors/color-stories,Color Stories® | Benjamin Moore,Color,,"With its accentuated response to light and multi-pigment formulation, Color Stories® is truly unique. This special collection offers a  wide range of hues, from saturated and bold to soft pales and neutrals. Explore our Color Stories® and find out why it is synonymous with unsurpassed surface smooth",d06bb15decdb562e011e1a559fec218ff22f7e53,,,,https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/aura-color-stories/auracolorstories_hero_640x640_mobile.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color-stories,2024-08-05T18:35:53Z,2024-05-14T18:36:16Z,,,,1,,"{'description': 'With its accentuated response to light and multi-pigment formulation, Color Stories® is truly unique. This special collection offers a  wide range of hues, from saturated and bold to soft pales and <em>neutrals</em>. Explore our Color Stories® and find out why it is synonymous with unsurpassed surface smooth'}",6241fa5228ccbc6cf8ddbd46,,,,,,,,,,
['Blue Paint Colors'],/en-us/paint-colors/blue,Blue Paint Colors  | Benjamin Moore,Color,,"Explore the Benjamin Moore Blue paint colors which are highly versatile, and are a perfect choice for any room. Slate and blue-grays can act as a neutral when paired with brighter colors, or stand on their own for a sophisticated look with cream, white and wood tones.  Discover our wide array of Blu",04d1cbf9a659a559067cd3684e81cce7d890646c,,,,https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color-families-blue/blue_hero_mobile_640x640.jpg,https://www.benjaminmoore.com/en-us/paint-colors/blue,2024-08-05T18:42:03Z,2024-07-04T18:48:38Z,,,,1,,"{'description': 'Explore the Benjamin Moore Blue paint colors which are highly versatile, and are a perfect choice for any room. Slate and blue-grays can act as a <em>neutral</em> when paired with brighter colors, or stand on their own for a sophisticated look with cream, white and wood tones.  Discover our wide array of Blu'}",62f698d0e7b9d27db10e44a6,,,,,,,,,,
['Green Paint Colors'],/en-us/paint-colors/green,Green Paint Colors  | Benjamin Moore,Color,,Discover our Benjamin Moore Green paint colors that range from soothing sage to vibrant lime and are incredibly versatile. Our green paint colors can be a lively accent or a sophisticated backdrop from apple green to soft jade. Many green paint colors pair well with wood tones and neutrals - making ,be1a507945ecf3afc696c7465b3fb9d37802fff9,,,,https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color-families-green/2021-natura-swap-green-color-family/fernwood-green-wall_hero_640x640.jpg,https://www.benjaminmoore.com/en-us/paint-colors/green,2024-08-05T18:35:12Z,2024-07-04T18:43:27Z,,,,1,,{'description': 'Discover our Benjamin Moore Green paint colors that range from soothing sage to vibrant lime and are incredibly versatile. Our green paint colors can be a lively accent or a sophisticated backdrop from apple green to soft jade. Many green paint colors pair well with wood tones and <em>neutrals</em> - making '},62f698ac64441f1ed6f1b303,,,,,,,,,,
"['Best Taupe Paint Colors', 'Get to know taupe, a rich neutral that effortlessly transforms any room into a warm and welcoming sanctuary.', 'Most Popular Taupe Paint Colors', 'What is Taupe?', 'Ashley Gray HC-87', 'Sparrow AF-720', 'Weimaraner AF-155', 'Shaker Beige HC-45', 'Driftwood 2107-40', 'Hancock Gray HC-97', 'Buy a Paint Sample', 'Ideas & Inspiration', 'Ready to Explore?', 'Benjamin Moore', 'For Professionals', 'Customer Service', 'Buy Paints and Stain']",/en-us/color-overview/color-palettes/color-families/best-taupe-paint-colors,Best Taupe Paint Colors According to Homeowners | Benjamin Moore,Color,,Explore the 7 most popular Benjamin Moore taupe paint colors for your home and find your color today.,615e046dcc30bfc38e2694607319556d4ece7c21,,,,https://www.benjaminmoore.com/-/media/sites/benjaminmoore/images/color/color-families/color-families-taupe/taupe_hero_mobile_640x640_image__p_smoked_oyster_2764_2ht_crop.jpg,https://www.benjaminmoore.com/en-us/color-overview/color-palettes/color-families/best-taupe-paint-colors,2024-07-21T23:27:15Z,2024-07-21T23:27:15Z,,,,1,,"{'sections': 'Get to know taupe, a rich <em>neutral</em> that effortlessly transforms any room into a warm and welcoming sanctuary.'}",5f9772c0196a6772e0424be6,,,,,,,,,,en-us
