image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,PrimaryColorFamily,Undertone,language,Family,Shade,Interior/Exterior,cdp,Color Collection
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-032-orange-sorbet-57-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/057/orange-sorbet,"['Orange Sorbet', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/057/orange-sorbet,2024-07-21T19:34:15Z,Orange Sorbet 057 | Benjamin Moore,2024-07-21T19:34:14Z,Color,"Although colored with the barest hint of orange, this delicate hue gives off a palpable glow.",683ca33332aa04ad39cb547242e3c19ec4d95dd4,1,,"{'title': '<em>Orange</em> Sorbet 057 | Benjamin Moore', 'sections': '<em>Orange</em> Sorbet', 'description': 'Although colored with the barest hint of <em>orange</em>, this delicate hue gives off a palpable glow.', 'color_name': '<em>Orange</em> Sorbet', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;057&#x2F;<em>orange</em>-sorbet', 'PrimaryColorFamily': '<em>Orange</em>'}",62425343e7b9d2cc330f6221,057,Light,Warm,F6E3CF,Orange Sorbet,Orange,Peach,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-042-flamingo-orange-75-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/075/flamingo-orange,"['Flamingo Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/075/flamingo-orange,2024-07-22T01:47:04Z,Flamingo Orange 075 | Benjamin Moore,2024-07-22T01:47:04Z,Color,"A balanced mid-tone that exhibits shades of coral, orange and brown.",b88ef915dbd62e461091ce11dc04016e65bc25d8,1,,"{'title': 'Flamingo <em>Orange</em> 075 | Benjamin Moore', 'sections': 'Flamingo <em>Orange</em>', 'description': 'A balanced mid-tone that exhibits shades of coral, <em>orange</em> and brown.', 'color_name': 'Flamingo <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;075&#x2F;flamingo-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",6242ced4e7b9d221b90f5a8d,075,Medium,Warm,E38E69,Flamingo Orange,Orange,Peach,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-051-mandarin-orange-2018-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2018-20/mandarin-orange,"['Mandarin Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2018-20/mandarin-orange,2024-07-22T03:04:53Z,Mandarin Orange 2018-20 | Benjamin Moore,2024-07-22T03:04:53Z,Color,"A bright, yellow-tinged orange that instantly cheers a space.",c76d9090362f0b7e3ef96251c6a45cd649dea779,1,,"{'title': 'Mandarin <em>Orange</em> 2018-20 | Benjamin Moore', 'sections': 'Mandarin <em>Orange</em>', 'description': 'A bright, yellow-tinged <em>orange</em> that instantly cheers a space.', 'color_name': 'Mandarin <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2018-20&#x2F;mandarin-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",624311ec28ccbc0990dd9fd6,2018-20,Medium,Warm,FFA706,Mandarin Orange,Orange,Yellow,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-025-calypso-orange-2015-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2015-30/calypso-orange,"['Calypso Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2015-30/calypso-orange,2024-07-22T02:47:11Z,Calypso Orange 2015-30 | Benjamin Moore,2024-07-22T02:47:10Z,Color,An energetic orange that instantly conjures festive tropical locales.,4ce5132d7cec67ae7f41776b288d4513bc083613,1,,"{'title': 'Calypso <em>Orange</em> 2015-30 | Benjamin Moore', 'sections': 'Calypso <em>Orange</em>', 'description': 'An energetic <em>orange</em> that instantly conjures festive tropical locales.', 'color_name': 'Calypso <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2015-30&#x2F;calypso-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",62425fd3196a6702fe89495d,2015-30,Medium,Warm,FB8B3C,Calypso Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-040-festive-orange-2014-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2014-10/festive-orange,"['Festive Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2014-10/festive-orange,2024-07-22T03:42:43Z,Festive Orange 2014-10 | Benjamin Moore,2024-07-03T16:54:37Z,Color,"A vibrant, youthful orange that sets a celebratory mood.",2530697c72b748c84f2cabde99ffcbb16e2fb7c1,1,,"{'title': 'Festive <em>Orange</em> 2014-10 | Benjamin Moore', 'sections': 'Festive <em>Orange</em>', 'description': 'A vibrant, youthful <em>orange</em> that sets a celebratory mood.', 'color_name': 'Festive <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2014-10&#x2F;festive-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",6242cf8a64441f60d300453c,2014-10,Medium,Warm,E95823,Festive Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-043-fireball-orange-2170-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2170-10/fireball-orange,"['Fireball Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2170-10/fireball-orange,2024-07-21T22:08:38Z,Fireball Orange 2170-10 | Benjamin Moore,2024-07-21T22:08:37Z,Color,A charged orange-red tempered by a hint of brown.,56dabf1e06ed0f012d04daf6459b821ea9bd33f9,1,,"{'title': 'Fireball <em>Orange</em> 2170-10 | Benjamin Moore', 'sections': 'Fireball <em>Orange</em>', 'description': 'A charged <em>orange</em>-red tempered by a hint of brown.', 'color_name': 'Fireball <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2170-10&#x2F;fireball-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",6242fcf864441f4d80004871,2170-10,Dark,Warm,C35232,Fireball Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-040-outrageous-orange-2013-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2013-10/outrageous-orange,"['Outrageous Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2013-10/outrageous-orange,2024-07-21T20:19:13Z,Outrageous Orange 2013-10 | Benjamin Moore,2024-07-21T20:19:12Z,Color,An expressive orange that reveals a bold creative streak.,4536b4a5d2f3c50b04a7fea0b7750a989dd5255b,1,,"{'title': 'Outrageous <em>Orange</em> 2013-10 | Benjamin Moore', 'sections': 'Outrageous <em>Orange</em>', 'description': 'An expressive <em>orange</em> that reveals a bold creative streak.', 'color_name': 'Outrageous <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2013-10&#x2F;outrageous-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",645ba09928ccbc88ed6dc05c,2013-10,Dark,Warm,E34C28,Outrageous Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-040-orange-nectar-2013-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2013-20/orange-nectar,"['Orange Nectar', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2013-20/orange-nectar,2024-07-21T20:23:19Z,Orange Nectar 2013-20 | Benjamin Moore,2024-07-21T20:23:18Z,Color,"Lush and sweet, a shade of orange in full bloom.",777004f93f59b0bd42fd18876419e477fc430384,1,,"{'title': '<em>Orange</em> Nectar 2013-20 | Benjamin Moore', 'sections': '<em>Orange</em> Nectar', 'description': 'Lush and sweet, a shade of <em>orange</em> in full bloom.', 'color_name': '<em>Orange</em> Nectar', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2013-20&#x2F;<em>orange</em>-nectar', 'PrimaryColorFamily': '<em>Orange</em>'}",6242cf6864441f3948004610,2013-20,Medium,Warm,EA5933,Orange Nectar,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-044-adobe-orange-2171-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2171-30/adobe-orange,"['Adobe Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2171-30/adobe-orange,2024-07-22T02:11:43Z,Adobe Orange 2171-30 | Benjamin Moore,2024-07-22T02:11:43Z,Color,A jolt of coral red invigorates this sunbaked orange.,a050ec2f2e5335c6b2d21083f354f56ce3a0fd14,1,,"{'title': 'Adobe <em>Orange</em> 2171-30 | Benjamin Moore', 'sections': 'Adobe <em>Orange</em>', 'description': 'A jolt of coral red invigorates this sunbaked <em>orange</em>.', 'color_name': 'Adobe <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2171-30&#x2F;adobe-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",624303cc196a67105e896ade,2171-30,Medium,Warm,D36651,Adobe Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-040-rumba-orange-2014-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2014-20/rumba-orange,"['Rumba Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2014-20/rumba-orange,2024-07-30T15:20:50Z,Rumba Orange 2014-20 | Benjamin Moore,2024-07-03T16:57:52Z,Color,An intense orange that conveys passion and confidence.,7cc97e8fd31608f8440985275cb8a6c31d79b780,1,,"{'title': 'Rumba <em>Orange</em> 2014-20 | Benjamin Moore', 'sections': 'Rumba <em>Orange</em>', 'description': 'An intense <em>orange</em> that conveys passion and confidence.', 'color_name': 'Rumba <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2014-20&#x2F;rumba-<em>orange</em>', 'Family': '<em>Orange</em>'}",6242cf8a196a6747d6896a8b,2014-20,,,EF6530,Rumba Orange,,,,Orange,Medium,Interior,true,Color Preview&reg;
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-026-sweet-orange-2017-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2017-40/sweet-orange,"['Sweet Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2017-40/sweet-orange,2024-07-30T15:17:08Z,Sweet Orange 2017-40 | Benjamin Moore,2024-07-03T16:57:51Z,Color,"A bright, glowing orange softened with a hint of yellow.",260974dfa31ea94fce870b931e3f7d2067d368d3,1,,"{'title': 'Sweet <em>Orange</em> 2017-40 | Benjamin Moore', 'sections': 'Sweet <em>Orange</em>', 'description': 'A bright, glowing <em>orange</em> softened with a hint of yellow.', 'color_name': 'Sweet <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2017-40&#x2F;sweet-<em>orange</em>', 'Family': '<em>Orange</em>'}",6242fee1196a6750c089690f,2017-40,,,FFC36F,Sweet Orange,,,,Orange,Light,Interior,true,Color Preview&reg;
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-023-autumn-orange-2156-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2156-10/autumn-orange,"['Autumn Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2156-10/autumn-orange,2024-07-31T04:40:20Z,Autumn Orange 2156-10 | Benjamin Moore,2024-07-03T11:17:47Z,Color,"A rich, inviting golden orange that evokes cozy fireside gatherings.",1f82ed20c241173920cabde80b53147120b90e51,1,,"{'title': 'Autumn <em>Orange</em> 2156-10 | Benjamin Moore', 'sections': 'Autumn <em>Orange</em>', 'description': 'A rich, inviting golden <em>orange</em> that evokes cozy fireside gatherings.', 'color_name': 'Autumn <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2156-10&#x2F;autumn-<em>orange</em>', 'Family': '<em>Orange</em>'}",624272ae64441fbf520048db,2156-10,,,C57626,Autumn Orange,,,,Orange,Medium,"['Interior', 'Exterior']",true,Color Preview&reg;
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-036-tucker-orange-CW-300-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-300/tucker-orange,"['Tucker Orange', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-300/tucker-orange,2024-07-20T21:29:52Z,Tucker Orange CW-300 | Benjamin Moore,2024-07-20T21:29:51Z,Color,"The mix of white and vermillion, two 18th century paint pigments, create this vibrant and enduring shade of orange.",4934f171c8a13fce67410196a408d417c0727583,1,,"{'title': 'Tucker <em>Orange</em> CW-300 | Benjamin Moore', 'sections': 'Tucker <em>Orange</em>', 'description': 'The mix of white and vermillion, two 18th century paint pigments, create this vibrant and enduring shade of <em>orange</em>.', 'color_name': 'Tucker <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-300&#x2F;tucker-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",62473b48e7b9d283240f648c,CW-300,Medium,Warm,DF745D,Tucker Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-043-tropical-orange-2170-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2170-20/tropical-orange,"['Tropical Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2170-20/tropical-orange,2024-07-22T02:56:50Z,Tropical Orange 2170-20 | Benjamin Moore,2024-07-22T02:56:49Z,Color,"Evocative of juicy blood orange, this fiery hue can bring a modern pop to any room.",b97aaba0e5b2ccde452fd4ce27cde2a7adefce00,1,,"{'title': 'Tropical <em>Orange</em> 2170-20 | Benjamin Moore', 'sections': 'Tropical <em>Orange</em>', 'description': 'Evocative of juicy blood <em>orange</em>, this fiery hue can bring a modern pop to any room.', 'color_name': 'Tropical <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2170-20&#x2F;tropical-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",6242fcfbe7b9d2a07b0f501b,2170-20,Dark,Warm,CB5E3D,Tropical Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-025-orange-burst-2015-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2015-20/orange-burst,"['Orange Burst', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2015-20/orange-burst,2024-07-22T01:21:08Z,Orange Burst 2015-20 | Benjamin Moore,2024-07-22T01:21:08Z,Color,A happy dose of high-spirited orange that will energize any space.,d9bcb5ff7f811c435d5e6fe30ba4e790d7383d79,1,,"{'title': '<em>Orange</em> Burst 2015-20 | Benjamin Moore', 'sections': '<em>Orange</em> Burst', 'description': 'A happy dose of high-spirited <em>orange</em> that will energize any space.', 'color_name': '<em>Orange</em> Burst', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2015-20&#x2F;<em>orange</em>-burst', 'PrimaryColorFamily': '<em>Orange</em>'}",62425fd328ccbc3634ddab56,2015-20,Medium,Warm,F57C28,Orange Burst,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-038-toffee-orange-2167-40-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2167-40/toffee-orange,"['Toffee Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2167-40/toffee-orange,2024-07-21T22:24:24Z,Toffee Orange 2167-40 | Benjamin Moore,2024-07-21T22:24:23Z,Color,"A sweet cocktail of orange, melon and peach come together in this spirited mid-tone.",007fe700d576be465d03ab48a1578842fc4b587a,1,,"{'title': 'Toffee <em>Orange</em> 2167-40 | Benjamin Moore', 'sections': 'Toffee <em>Orange</em>', 'description': 'A sweet cocktail of <em>orange</em>, melon and peach come together in this spirited mid-tone.', 'color_name': 'Toffee <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2167-40&#x2F;toffee-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",62428f1164441f5bcc004655,2167-40,Medium,Warm,F1AE84,Toffee Orange,Orange,Peach,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-036-blazing-orange-2011-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2011-20/blazing-orange,"['Blazing Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2011-20/blazing-orange,2024-07-21T20:24:06Z,Blazing Orange 2011-20 | Benjamin Moore,2024-07-21T20:24:05Z,Color,A high-spirited deep orange that delivers a welcome splash of color to the room.,5947673f0d101a3b60f36f32c9fd8ad020fcf4ca,1,,"{'title': 'Blazing <em>Orange</em> 2011-20 | Benjamin Moore', 'sections': 'Blazing <em>Orange</em>', 'description': 'A high-spirited deep <em>orange</em> that delivers a welcome splash of color to the room.', 'color_name': 'Blazing <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2011-20&#x2F;blazing-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",6243038de7b9d2a8c80f4e27,2011-20,Dark,Warm,E7513B,Blazing Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-039-orange-parrot-2169-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2169-20/orange-parrot,"['Orange Parrot', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2169-20/orange-parrot,2024-07-22T03:20:37Z,Orange Parrot 2169-20 | Benjamin Moore,2024-07-22T03:20:37Z,Color,A touch of red lends a festive flair to this tropical-inspired orange.,be2cc111364292ce0efa8a44c12b18ce9ef4680f,1,,"{'title': '<em>Orange</em> Parrot 2169-20 | Benjamin Moore', 'sections': '<em>Orange</em> Parrot', 'description': 'A touch of red lends a festive flair to this tropical-inspired <em>orange</em>.', 'color_name': '<em>Orange</em> Parrot', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2169-20&#x2F;<em>orange</em>-parrot', 'PrimaryColorFamily': '<em>Orange</em>'}",6242ceea196a679c23894bd7,2169-20,Medium,Warm,D4653E,Orange Parrot,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-039-racing-orange-2169-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2169-10/racing-orange,"['Racing Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2169-10/racing-orange,2024-07-22T03:20:37Z,Racing Orange 2169-10 | Benjamin Moore,2024-07-22T03:20:37Z,Color,A hyper-charged orange that brings dynamic energy to any space.,4d5d33f16db55d7e40103c74563213fd3076a840,1,,"{'title': 'Racing <em>Orange</em> 2169-10 | Benjamin Moore', 'sections': 'Racing <em>Orange</em>', 'description': 'A hyper-charged <em>orange</em> that brings dynamic energy to any space.', 'color_name': 'Racing <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2169-10&#x2F;racing-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",6242cefb28ccbc3b55dda6f6,2169-10,Dark,Warm,CC5A32,Racing Orange,Orange,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-024-citrus-orange-2016-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2016-20/citrus-orange,"['Citrus Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2016-20/citrus-orange,2024-07-30T13:18:53Z,Citrus Orange 2016-20 | Benjamin Moore,2024-07-30T13:18:53Z,Color,"A bold, no-nonsense orange that is as invigorating as a slice of fresh-picked citrus.",9cf91a6c80a4d534776e986bb928de2e154c3173,1,,"{'title': 'Citrus <em>Orange</em> 2016-20 | Benjamin Moore', 'sections': 'Citrus <em>Orange</em>', 'description': 'A bold, no-nonsense <em>orange</em> that is as invigorating as a slice of fresh-picked citrus.', 'color_name': 'Citrus <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2016-20&#x2F;citrus-<em>orange</em>', 'Family': '<em>Orange</em>'}",62425fbe28ccbc0f7ddda413,2016-20,,,F78523,Citrus Orange,,,,Orange,Medium,Interior,true,Color Preview&reg;
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-026-orange-juice-2017-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2017-10/orange-juice,"['Orange Juice', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2017-10/orange-juice,2024-07-30T15:25:25Z,Orange Juice 2017-10 | Benjamin Moore,2024-07-03T12:39:51Z,Color,"A youthful, feel-good shade of orange that energizes the room.",dd6b4f3ae6588984ac93909c61c69d7c244bce49,1,,"{'title': '<em>Orange</em> Juice 2017-10 | Benjamin Moore', 'sections': '<em>Orange</em> Juice', 'description': 'A youthful, feel-good shade of <em>orange</em> that energizes the room.', 'color_name': '<em>Orange</em> Juice', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2017-10&#x2F;<em>orange</em>-juice', 'Family': '<em>Orange</em>'}",6242c35264441fc28f003952,2017-10,,,F98A0C,Orange Juice,,,,Orange,Medium,Interior,true,Color Preview&reg;
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-024-startling-orange-2016-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2016-10/startling-orange,"['Startling Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2016-10/startling-orange,2024-07-30T15:52:43Z,Startling Orange 2016-10 | Benjamin Moore,2024-07-30T15:52:42Z,Color,"A little bit goes a long way with this striking, saturated shade of orange.",30bb37ddc05b6af9c93233db417bc72bff564a8d,1,,"{'title': 'Startling <em>Orange</em> 2016-10 | Benjamin Moore', 'sections': 'Startling <em>Orange</em>', 'description': 'A little bit goes a long way with this striking, saturated shade of <em>orange</em>.', 'color_name': 'Startling <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2016-10&#x2F;startling-<em>orange</em>', 'Family': '<em>Orange</em>'}",62424b6ee7b9d2837f0f4ad2,2016-10,,,F47C1B,Startling Orange,,,,Orange,Medium,Interior,true,Color Preview&reg;
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-040-hale-orange-CW-295-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/cw-295/hale-orange,"['Hale Orange', 'Matching Colors', 'Color By Family']",/en-us/paint-colors/color/cw-295/hale-orange,2024-07-30T21:47:10Z,Hale Orange CW-295 | Benjamin Moore,2024-07-03T11:14:16Z,Color,"Inspired by a shade of deep orange found in wallpapers from the early 19th century, this color is warm and earthy.",9473b662474db092364c44f35a2444943ef8b4c0,1,,"{'title': 'Hale <em>Orange</em> CW-295 | Benjamin Moore', 'sections': 'Hale <em>Orange</em>', 'description': 'Inspired by a shade of deep <em>orange</em> found in wallpapers from the early 19th century, this color is warm and earthy.', 'color_name': 'Hale <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;cw-295&#x2F;hale-<em>orange</em>', 'Family': '<em>Orange</em>'}",62424ec6e7b9d2d3000f6094,CW-295,,,C87148,Hale Orange,,,,Orange,Medium,"['Interior', 'Exterior']",true,Williamsburg&reg; Paint Color Collection
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/orange-paint-030-creamy-orange-2166-50-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2166-50/creamy-orange,"['Creamy Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2166-50/creamy-orange,2024-07-21T21:03:38Z,Creamy Orange 2166-50 | Benjamin Moore,2024-07-21T21:03:37Z,Color,"A classic blend of orange and cream, this charming pastel instantly evokes memories of carefree summer days.",bd4e752fbc4fb8649cc80992fd910e092065ffd4,1,,"{'title': 'Creamy <em>Orange</em> 2166-50 | Benjamin Moore', 'sections': 'Creamy <em>Orange</em>', 'description': 'A classic blend of <em>orange</em> and cream, this charming pastel instantly evokes memories of carefree summer days.', 'color_name': 'Creamy <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2166-50&#x2F;creamy-<em>orange</em>', 'PrimaryColorFamily': '<em>Orange</em>'}",62428e4264441f8f520050f7,2166-50,Light,Warm,F1C5A0,Creamy Orange,Orange,Peach,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/red-paint-001-starburst-orange-2010-30-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2010-30/starburst-orange,"['Starburst Orange', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2010-30/starburst-orange,2024-07-21T20:25:57Z,Starburst Orange 2010-30 | Benjamin Moore,2024-07-21T20:25:57Z,Color,A bright burst of saturated color that instantly brings cheer to a room.,848c38dc3fcdfa1340b2c46ae24504bc8cd7d406,1,,"{'title': 'Starburst <em>Orange</em> 2010-30 | Benjamin Moore', 'sections': 'Starburst <em>Orange</em>', 'color_name': 'Starburst <em>Orange</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2010-30&#x2F;starburst-<em>orange</em>'}",6243037e28ccbc4aecddaefd,2010-30,Medium,Warm,E95F4D,Starburst Orange,Red,,,,,,,
